Implementation smell,Namespace,Class,File,Method,Description
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitAddressTypeEntityMappings,The length of the statement  "			this.AddElementFieldMapping("AddressTypeEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 1); " is 154.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitAddressTypeEntityMappings,The length of the statement  "			this.AddElementFieldMapping("AddressTypeEntity"' "Name"' "Name"' false' "NVarChar"' 50' 0' 0' false' ""' null' typeof(System.String)' 2); " is 137.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitAddressTypeEntityMappings,The length of the statement  "			this.AddElementFieldMapping("AddressTypeEntity"' "Rowguid"' "rowguid"' false' "UniqueIdentifier"' 0' 0' 0' false' ""' null' typeof(System.Guid)' 3); " is 148.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBillOfMaterialEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BillOfMaterialEntity"' "BillOfMaterialsId"' "BillOfMaterialsID"' false' "Int"' 0' 10' 0' true' "SCOPE_IDENTITY()"' null' typeof(System.Int32)' 0); " is 175.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBillOfMaterialEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BillOfMaterialEntity"' "Bomlevel"' "BOMLevel"' false' "SmallInt"' 0' 5' 0' false' ""' null' typeof(System.Int16)' 1); " is 146.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBillOfMaterialEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BillOfMaterialEntity"' "ComponentId"' "ComponentID"' false' "Int"' 0' 10' 0' false' ""' null' typeof(System.Int32)' 2); " is 148.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBillOfMaterialEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BillOfMaterialEntity"' "EndDate"' "EndDate"' true' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 3); " is 146.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBillOfMaterialEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BillOfMaterialEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 4); " is 157.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBillOfMaterialEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BillOfMaterialEntity"' "PerAssemblyQty"' "PerAssemblyQty"' false' "Decimal"' 0' 8' 2' false' ""' null' typeof(System.Decimal)' 5); " is 159.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBillOfMaterialEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BillOfMaterialEntity"' "ProductAssemblyId"' "ProductAssemblyID"' true' "Int"' 0' 10' 0' false' ""' null' typeof(System.Int32)' 6); " is 159.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBillOfMaterialEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BillOfMaterialEntity"' "StartDate"' "StartDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 7); " is 151.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBillOfMaterialEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BillOfMaterialEntity"' "UnitMeasureCode"' "UnitMeasureCode"' false' "NChar"' 3' 0' 0' false' ""' null' typeof(System.String)' 8); " is 158.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityEntity"' "BusinessEntityId"' "BusinessEntityID"' false' "Int"' 0' 10' 0' true' "SCOPE_IDENTITY()"' null' typeof(System.Int32)' 0); " is 173.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 1); " is 157.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityEntity"' "Rowguid"' "rowguid"' false' "UniqueIdentifier"' 0' 0' 0' false' ""' null' typeof(System.Guid)' 2); " is 151.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityAddressEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityAddressEntity"' "AddressId"' "AddressID"' false' "Int"' 0' 10' 0' false' ""' null' typeof(System.Int32)' 0); " is 151.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityAddressEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityAddressEntity"' "AddressTypeId"' "AddressTypeID"' false' "Int"' 0' 10' 0' false' ""' null' typeof(System.Int32)' 1); " is 159.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityAddressEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityAddressEntity"' "BusinessEntityId"' "BusinessEntityID"' false' "Int"' 0' 10' 0' false' ""' null' typeof(System.Int32)' 2); " is 165.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityAddressEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityAddressEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 3); " is 164.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityAddressEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityAddressEntity"' "Rowguid"' "rowguid"' false' "UniqueIdentifier"' 0' 0' 0' false' ""' null' typeof(System.Guid)' 4); " is 158.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityContactEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityContactEntity"' "BusinessEntityId"' "BusinessEntityID"' false' "Int"' 0' 10' 0' false' ""' null' typeof(System.Int32)' 0); " is 165.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityContactEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityContactEntity"' "ContactTypeId"' "ContactTypeID"' false' "Int"' 0' 10' 0' false' ""' null' typeof(System.Int32)' 1); " is 159.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityContactEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityContactEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 2); " is 164.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityContactEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityContactEntity"' "PersonId"' "PersonID"' false' "Int"' 0' 10' 0' false' ""' null' typeof(System.Int32)' 3); " is 149.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitBusinessEntityContactEntityMappings,The length of the statement  "			this.AddElementFieldMapping("BusinessEntityContactEntity"' "Rowguid"' "rowguid"' false' "UniqueIdentifier"' 0' 0' 0' false' ""' null' typeof(System.Guid)' 4); " is 158.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitContactCreditCardEntityMappings,The length of the statement  "			this.AddElementFieldMapping("ContactCreditCardEntity"' "ContactId"' "BusinessEntityID"' false' "Int"' 0' 10' 0' false' ""' null' typeof(System.Int32)' 0); " is 154.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitContactCreditCardEntityMappings,The length of the statement  "			this.AddElementFieldMapping("ContactCreditCardEntity"' "CreditCardId"' "CreditCardID"' false' "Int"' 0' 10' 0' false' ""' null' typeof(System.Int32)' 1); " is 153.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitContactCreditCardEntityMappings,The length of the statement  "			this.AddElementFieldMapping("ContactCreditCardEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 2); " is 160.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitContactTypeEntityMappings,The length of the statement  "			this.AddElementFieldMapping("ContactTypeEntity"' "ContactTypeId"' "ContactTypeID"' false' "Int"' 0' 10' 0' true' "SCOPE_IDENTITY()"' null' typeof(System.Int32)' 0); " is 164.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitContactTypeEntityMappings,The length of the statement  "			this.AddElementFieldMapping("ContactTypeEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 1); " is 154.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitContactTypeEntityMappings,The length of the statement  "			this.AddElementFieldMapping("ContactTypeEntity"' "Name"' "Name"' false' "NVarChar"' 50' 0' 0' false' ""' null' typeof(System.String)' 2); " is 137.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCountryRegionEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CountryRegionEntity"' "CountryRegionCode"' "CountryRegionCode"' false' "NVarChar"' 3' 0' 0' false' ""' null' typeof(System.String)' 0); " is 164.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCountryRegionEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CountryRegionEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 1); " is 156.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCountryRegionEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CountryRegionEntity"' "Name"' "Name"' false' "NVarChar"' 50' 0' 0' false' ""' null' typeof(System.String)' 2); " is 139.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCountryRegionCurrencyEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CountryRegionCurrencyEntity"' "CountryRegionCode"' "CountryRegionCode"' false' "NVarChar"' 3' 0' 0' false' ""' null' typeof(System.String)' 0); " is 172.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCountryRegionCurrencyEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CountryRegionCurrencyEntity"' "CurrencyCode"' "CurrencyCode"' false' "NChar"' 3' 0' 0' false' ""' null' typeof(System.String)' 1); " is 159.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCountryRegionCurrencyEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CountryRegionCurrencyEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 2); " is 164.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCreditCardEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CreditCardEntity"' "CardNumber"' "CardNumber"' false' "NVarChar"' 25' 0' 0' false' ""' null' typeof(System.String)' 0); " is 148.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCreditCardEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CreditCardEntity"' "CardType"' "CardType"' false' "NVarChar"' 50' 0' 0' false' ""' null' typeof(System.String)' 1); " is 144.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCreditCardEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CreditCardEntity"' "CreditCardId"' "CreditCardID"' false' "Int"' 0' 10' 0' true' "SCOPE_IDENTITY()"' null' typeof(System.Int32)' 2); " is 161.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCreditCardEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CreditCardEntity"' "ExpMonth"' "ExpMonth"' false' "TinyInt"' 0' 3' 0' false' ""' null' typeof(System.Byte)' 3); " is 140.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCreditCardEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CreditCardEntity"' "ExpYear"' "ExpYear"' false' "SmallInt"' 0' 5' 0' false' ""' null' typeof(System.Int16)' 4); " is 140.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCreditCardEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CreditCardEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 5); " is 153.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCultureEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CultureEntity"' "CultureId"' "CultureID"' false' "NChar"' 6' 0' 0' false' ""' null' typeof(System.String)' 0); " is 139.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCultureEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CultureEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 1); " is 150.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCultureEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CultureEntity"' "Name"' "Name"' false' "NVarChar"' 50' 0' 0' false' ""' null' typeof(System.String)' 2); " is 133.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCurrencyEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CurrencyEntity"' "CurrencyCode"' "CurrencyCode"' false' "NChar"' 3' 0' 0' false' ""' null' typeof(System.String)' 0); " is 146.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCurrencyEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CurrencyEntity"' "ModifiedDate"' "ModifiedDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 1); " is 151.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCurrencyEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CurrencyEntity"' "Name"' "Name"' false' "NVarChar"' 50' 0' 0' false' ""' null' typeof(System.String)' 2); " is 134.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCurrencyRateEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CurrencyRateEntity"' "AverageRate"' "AverageRate"' false' "Money"' 0' 19' 4' false' ""' null' typeof(System.Decimal)' 0); " is 150.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCurrencyRateEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CurrencyRateEntity"' "CurrencyRateDate"' "CurrencyRateDate"' false' "DateTime"' 0' 0' 0' false' ""' null' typeof(System.DateTime)' 1); " is 163.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCurrencyRateEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CurrencyRateEntity"' "CurrencyRateId"' "CurrencyRateID"' false' "Int"' 0' 10' 0' true' "SCOPE_IDENTITY()"' null' typeof(System.Int32)' 2); " is 167.
Long Statement,AdventureWorks.Dal.Adapter.v53.DatabaseSpecific,PersistenceInfoProviderCore,C:\repos\FransBouma_RawDataAccessBencher\LLBLGen53\DatabaseSpecific\PersistenceInfoProvider.cs,InitCurrencyRateEntityMappings,The length of the statement  "			this.AddElementFieldMapping("CurrencyRateEntity"' "EndOfDayRate"' "EndOfDayRate"' false' "Money"' 0' 19' 4' false' ""' null' typeof(System.Decimal)' 3); " is 152.
