Implementation smell,Namespace,Class,File,Method,Description
Long Statement,AnimeRecs.UpdateStreams.UnitTests,FunimationStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\FunimationStreamInfoSourceTests.cs,GetMockWebClient,The length of the statement  "                resultMock.Setup(r => r.ReadResponseAsStringAsync(It.IsAny<CancellationToken>())).Returns(Task.FromResult(GetResourceText(pageCopy))); " is 134.
Long Statement,AnimeRecs.UpdateStreams.UnitTests,FunimationStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\FunimationStreamInfoSourceTests.cs,GetMockWebClient,The length of the statement  "            webClientMock.Setup(client => client.GetAsync(It.IsAny<WebClientRequest>()' It.IsAny<CancellationToken>())).Returns<WebClientRequest' CancellationToken>((request' token) => Task.FromResult(mockResultsByURL[request.URL])); " is 221.
Long Statement,AnimeRecs.UpdateStreams.UnitTests,HidiveStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HidiveStreamInfoSourceTests.cs,TestHelperStreamInfoSource,The length of the statement  "            HidiveStreamInfoSource.HelperStreamInfoSource source = new HidiveStreamInfoSource.HelperStreamInfoSource("https://www.hidive.com/tv"' mockWebClient); " is 149.
Long Statement,AnimeRecs.UpdateStreams.UnitTests,HidiveStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HidiveStreamInfoSourceTests.cs,TestHelperStreamInfoSourceOnEmpty,The length of the statement  "            HidiveStreamInfoSource.HelperStreamInfoSource source = new HidiveStreamInfoSource.HelperStreamInfoSource("https://www.hidive.com/empty"' mockWebClient); " is 152.
Long Statement,AnimeRecs.UpdateStreams.UnitTests,HidiveStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HidiveStreamInfoSourceTests.cs,TestHelperStreamInfoSourceOnEmpty,The length of the statement  "            Assert.Throws<NoMatchingHtmlException>(() => source.GetAnimeStreamInfoAsync(CancellationToken.None).GetAwaiter().GetResult()); " is 126.
Long Statement,AnimeRecs.UpdateStreams.UnitTests,HuluStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HuluStreamInfoSourceTests.cs,TestHelperStreamInfoSource,The length of the statement  "            HuluStreamInfoSource.HuluStartPageStreamInfoSource source = new HuluStreamInfoSource.HuluStartPageStreamInfoSource(1' mockWebClient); " is 133.
Long Statement,AnimeRecs.UpdateStreams.UnitTests,HuluStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HuluStreamInfoSourceTests.cs,TestHelperStreamInfoSourceOnEmpty,The length of the statement  "            HuluStreamInfoSource.HuluStartPageStreamInfoSource source = new HuluStreamInfoSource.HuluStartPageStreamInfoSource(3' mockWebClient); " is 133.
Long Statement,AnimeRecs.UpdateStreams.UnitTests,HuluStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HuluStreamInfoSourceTests.cs,TestHelperStreamInfoSourceOnEmpty,The length of the statement  "            Assert.Throws<NoMatchingHtmlException>(() => source.GetAnimeStreamInfoAsync(CancellationToken.None).GetAwaiter().GetResult()); " is 126.
Long Statement,AnimeRecs.UpdateStreams.UnitTests,HuluStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HuluStreamInfoSourceTests.cs,GetMockWebClient,The length of the statement  "                string url = $"https://www.hulu.com/start/more_content?channel=anime&video_type=all&sort=alpha&is_current=0&closed_captioned=0&has_hd=0&page={page}"; " is 149.
Long Statement,AnimeRecs.UpdateStreams.UnitTests,HuluStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HuluStreamInfoSourceTests.cs,GetMockWebClient,The length of the statement  "                resultMock.Setup(r => r.ReadResponseAsStringAsync(It.IsAny<CancellationToken>())).Returns(Task.FromResult(GetResourceText(pageCopy))); " is 134.
Long Statement,AnimeRecs.UpdateStreams.UnitTests,HuluStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HuluStreamInfoSourceTests.cs,GetMockWebClient,The length of the statement  "            webClientMock.Setup(client => client.GetAsync(It.IsAny<WebClientRequest>()' It.IsAny<CancellationToken>())).Returns<WebClientRequest' CancellationToken>((request' token) => Task.FromResult(mockResultsByURL[request.URL])); " is 221.
Magic Number,AnimeRecs.UpdateStreams.UnitTests,FunimationStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\FunimationStreamInfoSourceTests.cs,GetMockWebClient,The following statement contains a magic number: const int numPages = 5;
Magic Number,AnimeRecs.UpdateStreams.UnitTests,HidiveStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HidiveStreamInfoSourceTests.cs,AssertTvStreamsAreCorrect,The following statement contains a magic number: Assert.Equal(365' tvStreams.Count);
Magic Number,AnimeRecs.UpdateStreams.UnitTests,HidiveStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HidiveStreamInfoSourceTests.cs,AssertCombinedStreamsAreCorrect,The following statement contains a magic number: Assert.Equal(475' allStreams.Count);
Magic Number,AnimeRecs.UpdateStreams.UnitTests,HuluStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HuluStreamInfoSourceTests.cs,TestHelperStreamInfoSourceOnEmpty,The following statement contains a magic number: HuluStreamInfoSource.HuluStartPageStreamInfoSource source = new HuluStreamInfoSource.HuluStartPageStreamInfoSource(3' mockWebClient);
Magic Number,AnimeRecs.UpdateStreams.UnitTests,HuluStreamInfoSourceTests,D:\research\architectureSmells\repos\LHCGreg_animerecs\AnimeRecs.UpdateStreams.UnitTests\HuluStreamInfoSourceTests.cs,GetMockWebClient,The following statement contains a magic number: const int numPages = 3;
