Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Attribute.ahRimWidth = global::Samples.Droid.Resource.Attribute.ahRimWidth; " is 123.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Attribute.ahSpinSpeed = global::Samples.Droid.Resource.Attribute.ahSpinSpeed; " is 125.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Attribute.ahTextColor = global::Samples.Droid.Resource.Attribute.ahTextColor; " is 125.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Attribute.ahTextSize = global::Samples.Droid.Resource.Attribute.ahTextSize; " is 123.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Drawable.ic_errorstatus = global::Samples.Droid.Resource.Drawable.ic_errorstatus; " is 129.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Drawable.ic_successstatus = global::Samples.Droid.Resource.Drawable.ic_successstatus; " is 133.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Drawable.roundedbgdark = global::Samples.Droid.Resource.Drawable.roundedbgdark; " is 127.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Id.loadingProgressBar = global::Samples.Droid.Resource.Id.loadingProgressBar; " is 125.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Id.loadingProgressWheel = global::Samples.Droid.Resource.Id.loadingProgressWheel; " is 129.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Layout.loadingimage = global::Samples.Droid.Resource.Layout.loadingimage; " is 121.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Layout.loadingprogress = global::Samples.Droid.Resource.Layout.loadingprogress; " is 127.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.String.ApplicationName = global::Samples.Droid.Resource.String.ApplicationName; " is 127.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.String.library_name = global::Samples.Droid.Resource.String.library_name; " is 121.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel = global::Samples.Droid.Resource.Styleable.ProgressWheel; " is 129.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahBarColor = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahBarColor; " is 151.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahBarLength = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahBarLength; " is 153.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahBarWidth = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahBarWidth; " is 151.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahCircleColor = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahCircleColor; " is 157.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahDelayMillis = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahDelayMillis; " is 157.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahRadius = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahRadius; " is 147.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahRimColor = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahRimColor; " is 151.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahRimWidth = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahRimWidth; " is 151.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahSpinSpeed = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahSpinSpeed; " is 153.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahText = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahText; " is 143.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahTextColor = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahTextColor; " is 153.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::Acr.XamForms.UserDialogs.Droid.Resource.Styleable.ProgressWheel_ahTextSize = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahTextSize; " is 151.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahBarColor = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahBarColor; " is 131.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahBarLength = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahBarLength; " is 133.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahBarWidth = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahBarWidth; " is 131.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahCircleColor = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahCircleColor; " is 137.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahDelayMillis = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahDelayMillis; " is 137.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahRadius = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahRadius; " is 127.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahRimColor = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahRimColor; " is 131.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahRimWidth = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahRimWidth; " is 131.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahSpinSpeed = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahSpinSpeed; " is 133.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahText = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahText; " is 123.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahTextColor = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahTextColor; " is 133.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::AndroidHUD.Resource.Styleable.ProgressWheel_ahTextSize = global::Samples.Droid.Resource.Styleable.ProgressWheel_ahTextSize; " is 131.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::ZXing.Mobile.Resource.Layout.zxingscanneractivitylayout = global::Samples.Droid.Resource.Layout.zxingscanneractivitylayout; " is 131.
Long Statement,Samples.Droid,Resource,D:\research\architectureSmells\repos\aritchie_acr-xamarin-forms\Samples\Samples.Android\Resources\Resource.Designer.cs,UpdateIdValues,The length of the statement  "			global::ZXing.Mobile.Resource.Layout.zxingscannerfragmentlayout = global::Samples.Droid.Resource.Layout.zxingscannerfragmentlayout; " is 131.
