Implementation smell,Namespace,Class,File,Method,Description
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogWsFederationExceptions,The length of the statement  "            var exception2 = LogHelper.LogExceptionMessage(new WsFederationException(LogHelper.FormatInvariant(TestMessageTwoParams' "test2"' "test3")' exception1)); " is 153.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogWsFederationExceptions,The length of the statement  "            var exception3 = LogHelper.LogExceptionMessage(new WsFederationReadException(LogHelper.FormatInvariant(TestMessageOneParam' "test4")' exception2)); " is 147.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception2 = LogHelper.LogExceptionMessage(new SecurityTokenDecryptionFailedException(LogHelper.FormatInvariant(TestMessageTwoParams' "test2"' "test3")' exception1)); " is 170.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception3 = LogHelper.LogExceptionMessage(new SecurityTokenEncryptionFailedException(LogHelper.FormatInvariant(TestMessageOneParam' "test4")' exception2)); " is 160.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception4 = LogHelper.LogExceptionMessage(new SecurityTokenEncryptionKeyNotFoundException(LogHelper.FormatInvariant(TestMessageOneParam' "test5")' exception3)); " is 165.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception5 = LogHelper.LogExceptionMessage(new SecurityTokenException(LogHelper.FormatInvariant(TestMessageOneParam' "test6")' exception4)); " is 144.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception6 = LogHelper.LogExceptionMessage(new SecurityTokenExpiredException(LogHelper.FormatInvariant(TestMessageOneParam' "test7")' exception5)); " is 151.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception7 = LogHelper.LogExceptionMessage(new SecurityTokenInvalidAudienceException(LogHelper.FormatInvariant(TestMessageOneParam' "test8")' exception6)); " is 159.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception8 = LogHelper.LogExceptionMessage(new SecurityTokenInvalidIssuerException(LogHelper.FormatInvariant(TestMessageOneParam' "test9")' exception7)); " is 157.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception9 = LogHelper.LogExceptionMessage(new SecurityTokenInvalidLifetimeException(LogHelper.FormatInvariant(TestMessageOneParam' "test10")' exception8)); " is 160.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception10 = LogHelper.LogExceptionMessage(new SecurityTokenInvalidSignatureException(LogHelper.FormatInvariant(TestMessageOneParam' "test11")' exception9)); " is 162.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception11 = LogHelper.LogExceptionMessage(new SecurityTokenInvalidSigningKeyException(LogHelper.FormatInvariant(TestMessageOneParam' "test12")' exception10)); " is 164.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception12 = LogHelper.LogExceptionMessage(new SecurityTokenKeyWrapException(LogHelper.FormatInvariant(TestMessageOneParam' "test13")' exception11)); " is 154.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception13 = LogHelper.LogExceptionMessage(new SecurityTokenNoExpirationException(LogHelper.FormatInvariant(TestMessageOneParam' "test14")' exception12)); " is 159.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception14 = LogHelper.LogExceptionMessage(new SecurityTokenNotYetValidException(LogHelper.FormatInvariant(TestMessageOneParam' "test15")' exception13)); " is 158.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception15 = LogHelper.LogExceptionMessage(new SecurityTokenReplayAddFailedException(LogHelper.FormatInvariant(TestMessageOneParam' "test16")' exception14)); " is 162.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception16 = LogHelper.LogExceptionMessage(new SecurityTokenReplayDetectedException(LogHelper.FormatInvariant(TestMessageOneParam' "test17")' exception15)); " is 161.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception17 = LogHelper.LogExceptionMessage(new SecurityTokenSignatureKeyNotFoundException(LogHelper.FormatInvariant(TestMessageOneParam' "test18")' exception16)); " is 167.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogTokenExceptions,The length of the statement  "            var exception18 = LogHelper.LogExceptionMessage(new SecurityTokenValidationException(LogHelper.FormatInvariant(TestMessageOneParam' "test19")' exception17)); " is 157.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogSamlExceptions,The length of the statement  "            var exception2 = LogHelper.LogExceptionMessage(new SamlSecurityTokenException(LogHelper.FormatInvariant(TestMessageTwoParams' "test2"' "test3")' exception1)); " is 158.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogSamlExceptions,The length of the statement  "            var exception3 = LogHelper.LogExceptionMessage(new SamlSecurityTokenReadException(LogHelper.FormatInvariant(TestMessageOneParam' "test4")' exception2)); " is 152.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogSamlExceptions,The length of the statement  "            var exception4 = LogHelper.LogExceptionMessage(new SamlSecurityTokenWriteException(LogHelper.FormatInvariant(TestMessageOneParam' "test5")' exception3)); " is 153.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogSaml2Exceptions,The length of the statement  "            var exception2 = LogHelper.LogExceptionMessage(new Saml2SecurityTokenException(LogHelper.FormatInvariant(TestMessageTwoParams' "test2"' "test3")' exception1)); " is 159.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogSaml2Exceptions,The length of the statement  "            var exception3 = LogHelper.LogExceptionMessage(new Saml2SecurityTokenReadException(LogHelper.FormatInvariant(TestMessageOneParam' "test4")' exception2)); " is 153.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogSaml2Exceptions,The length of the statement  "            var exception4 = LogHelper.LogExceptionMessage(new Saml2SecurityTokenWriteException(LogHelper.FormatInvariant(TestMessageOneParam' "test5")' exception3)); " is 154.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogXmlExceptions,The length of the statement  "            var exception2 = LogHelper.LogExceptionMessage(new XmlException(LogHelper.FormatInvariant(TestMessageTwoParams' "test2"' "test3")' exception1)); " is 144.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogXmlExceptions,The length of the statement  "            var exception3 = LogHelper.LogExceptionMessage(new XmlReadException(LogHelper.FormatInvariant(TestMessageOneParam' "test4")' exception2)); " is 138.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogXmlExceptions,The length of the statement  "            var exception4 = LogHelper.LogExceptionMessage(new XmlValidationException(LogHelper.FormatInvariant(TestMessageOneParam' "test5")' exception3)); " is 144.
Long Statement,Microsoft.IdentityModel.Logging.Tests,PIITests,D:\research\architectureSmells\repos\AzureAD_azure-activedirectory-identitymodel-extensions-for-dotnet\test\Microsoft.IdentityModel.Logging.Tests\PIITests.cs,LogXmlExceptions,The length of the statement  "            var exception5 = LogHelper.LogExceptionMessage(new XmlWriteException(LogHelper.FormatInvariant(TestMessageOneParam' "test6")' exception4)); " is 139.
