Project,Cyclic Dependency,Unstable Dependency,Ambiguous Interface,God Component,Feature Concentration,Scattered Functionality,Dense Structure,Imperative Abstraction,Unnecessary Abstraction,Multifaceted Abstraction,Unutilized Abstraction,Duplicate Abstraction,Deficient Encapsulation,Unexloited Encapsulation,Broken Modularization,Insufficient Modularization,Hub-like Modularization,Cyclically-dependent Modularization,Wide Hierarchy,Deep Hierarchy,Multipath Hierarchy,Cyclic Hierarchy,Rebellious Hierarchy,Unfactored Hierarchy,Missing Hierarchy,Broken Hierarchy,Long Method,Complex Method,Long Parameter List,Long Identifier,Long Statement,Complex Conditional,Virtual Method Call from Constructor,Empty Catch Block,Magic Number,Duplicate Code,Missing Default,LOC
Fody_Virtuosity,0,0,0,0,1,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
Fody_Visualize,0,0,0,0,1,0,0,0,5,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,192
fogzot_vroomjs,0,0,0,0,0,0,0,0,2,0,1,9,2,0,0,1,0,6,0,0,0,0,0,0,0,0,1,2,3,0,4,0,0,0,18,0,0,717
follesoe_BlackBoxRecorder,1,3,0,0,2,0,0,1,6,0,15,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,21,0,0,0,23,0,1,2293
frabert_NetLua,0,0,0,0,0,0,0,3,26,0,5,0,21,3,1,2,0,5,2,0,2,0,0,0,0,0,1,14,0,0,11,1,0,0,35,0,4,3378
FractalUK_KSPInterstellar,0,0,0,1,0,0,0,0,6,0,30,1,49,0,2,12,0,10,1,0,1,0,2,10,0,2,8,53,2,11,462,11,0,2,1535,0,0,12684
FransBouma_LinqToSQL2,7,5,0,6,3,8,1,7,8,31,17,123,3,4,8,50,1,233,3,0,1,9,9,16,7,4,16,160,83,3,407,56,2,2,545,0,55,64198
FransBouma_massive,0,0,0,0,0,0,0,0,5,0,25,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,19,65,0,167,0,0,0,53,0,2,10780
FransBouma_RawDataAccessBencher,2,9,1,11,5,0,0,28,53,29,109,144,9,0,77,99,0,777,4,0,0,0,0,110,3,16,5,219,29,1,1853,0,0,0,1754,0,3,101124
fredsakr_eloqua-samples,0,1,0,0,7,0,0,0,59,0,23,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,9,0,0,0,4,0,0,3420
FreeApophis_ircddotnet,19,5,1,1,6,3,1,2,7,0,9,18,4,6,1,3,0,5,3,0,0,1,48,1,0,3,1,13,4,0,20,3,0,0,64,0,2,5819
Frende_Event-handling,0,0,0,0,1,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,3,0,0,747
Frostbite_rlel,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,1,34,0,0,826
FrozenCow_sharpfilesystem,0,1,0,0,3,0,0,0,0,0,14,3,0,0,0,0,0,3,1,0,0,2,8,1,0,2,0,2,0,0,20,0,0,0,2,0,1,2769
fschultz_NetImageLibrary,2,2,0,0,2,0,0,1,2,0,3,11,0,0,0,6,0,3,1,0,0,0,1,10,0,0,1,11,30,0,25,1,0,0,667,0,3,4023
fschwiet_ManyConsole,0,1,0,0,2,0,0,0,1,0,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,8,0,0,0,1,0,0,747
furore-fhir_spark,1,5,0,1,12,7,0,2,35,0,84,4,32,0,13,7,0,1,1,0,1,0,2,0,2,3,3,20,44,4,139,4,0,1,46,0,0,12000
Gandalis_SignalR.Client.TypedHubProxy,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432
garora_TDD-Katas,0,0,0,0,0,0,0,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,131,0,1,1760
garrensmith_DrivenMetrics,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,2,0,8,0,0,0,0,0,1,0,0,0,7,1,0,11,2,0,0,1,0,2,1773
garvincasimir_csharp-datatables-parser,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,552
GaryJohnson_wpnest,0,0,0,0,1,0,0,8,1,0,10,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,11,0,0,28,1,0,9,36,0,2,4396
garymcleanhall_AdaptiveCode,0,1,0,0,1,0,0,1,30,0,47,0,5,0,3,0,0,0,1,0,0,0,10,0,0,2,0,5,0,0,10,0,0,0,14,0,0,2996
gdevic_GitForce,5,2,0,1,1,0,0,9,0,2,1,15,24,0,1,10,0,93,1,0,0,0,17,2,0,0,63,38,6,0,408,3,0,8,2662,0,13,25114
GeeksDiary_dependable,0,0,0,0,0,0,0,0,1,0,3,11,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,576
geis_KinectSDKBook4CS,0,0,0,0,0,0,0,1,44,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,56,3,0,1,1009,0,3,7593
Genbox_WolframAlpha.NET,0,1,0,0,1,0,0,0,30,0,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1172
gerich-home_kopilua,0,0,0,0,0,0,0,0,3,0,4,6,12,0,0,12,0,0,0,0,0,0,0,0,0,0,18,236,57,0,169,6,0,6,5684,0,24,52937
getAddress_Sequence,0,0,0,0,2,0,0,0,2,0,17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,726
ghuntley_Conditions,0,0,0,0,1,0,0,0,1,0,5,38,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,29,0,83,0,0,0,0,0,0,10529
giacomelli_GeneticSharp,0,2,0,0,1,2,1,2,2,0,26,0,0,0,0,0,0,2,1,0,0,0,7,0,0,0,0,5,3,2,60,0,1,0,162,0,1,8340
giacomelli_SalesforceSharp,0,1,0,0,1,0,0,1,7,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,12,1,0,0,3,0,0,1993
giawa_opengl4tutorials,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,2,0,0,0,0,0,0,0,0,9,27,15,0,50,1,0,0,1131,0,2,5842
git-tfs_git-tfs,4,5,0,3,9,2,0,2,31,0,17,1,6,0,8,22,0,5,2,0,0,0,5,1,0,73,0,28,57,26,437,11,0,3,60,0,1,16948
gjulianm_Ocell,0,3,0,1,6,0,0,5,3,0,63,1,7,0,1,0,0,7,0,0,0,0,1,0,0,0,3,11,40,0,52,3,3,4,145,0,6,8421
gkrsu_maparound.core,4,9,0,3,8,5,1,24,41,0,57,92,17,42,4,38,0,90,1,0,0,0,15,2,1,2,17,196,111,0,613,60,0,2,2252,0,56,52393
glacasa_TwoStepsAuthenticator,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62,0,0,405
GlennMR_800craft,8,4,0,3,3,0,0,13,13,0,42,47,74,0,3,67,4,203,8,0,0,9,12,26,3,2,65,322,104,0,988,69,2,39,7913,0,78,80118
Glimpse_Glimpse,0,54,0,4,83,13,0,49,321,8,336,23,0,0,110,39,0,48,25,0,0,0,16,54,8,77,17,86,144,45,944,20,0,16,7387,0,9,127493
gluck_il-repack,1,2,0,1,2,0,0,4,7,0,15,2,7,0,1,4,0,13,0,0,0,0,1,0,0,3,1,25,1,1,92,3,0,3,137,0,10,5613
gmarland_GhostRunner,0,1,0,0,3,0,0,0,3,0,10,3,0,0,7,0,0,18,0,0,0,0,0,4,0,0,0,4,2,0,25,0,0,0,1,0,5,3558
GNOME_banshee,44,29,0,4,33,0,1,49,84,0,144,505,73,8,21,47,2,223,8,0,8,14,33,40,3,91,16,203,81,1,709,50,17,116,2768,0,67,100585
GNOME_tomboy,4,4,0,2,5,0,0,11,9,0,35,49,43,2,4,33,2,216,1,0,0,0,55,6,0,10,24,138,30,2,394,34,4,58,1163,0,58,51958
godarklight_DarkMultiPlayer,0,0,0,1,2,0,0,4,22,1,30,10,62,0,5,13,1,165,0,0,0,0,1,0,0,0,19,121,15,2,310,18,0,9,971,0,26,19250
googleads_googleads-dfa-reporting-samples,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,5,0,0,3511
googleplus_gplus-quickstart-csharp,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,21,0,0,181
Gordon-Beeming_DotNet-Pretty,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,96
goshippo_shippo-csharp-client,0,0,0,1,0,0,0,1,6,0,6,1,12,0,7,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,5,0,0,1687
gpailler_MegaApiClient,0,0,0,3,0,0,0,6,24,0,21,0,0,0,6,10,0,3,3,0,0,3,6,0,0,6,3,15,56,3,56,3,0,0,435,0,0,10323
Grabacr07_KanColleViewer,9,9,2,2,16,0,0,5,77,0,129,14,3,0,50,4,0,0,3,0,0,1,7,4,0,9,0,17,5,2,131,1,1,2,243,0,5,20758
graemechristie_NinjaSettings,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,228
graffen_NLog.Targets.Syslog,0,1,0,1,2,1,0,3,1,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,1,1,2,0,17,0,0,0,186,0,0,50948
grokys_Avalonia,9,7,0,3,4,1,1,7,29,0,27,1,0,1,5,11,0,46,2,0,0,1,11,3,0,22,1,27,25,0,50,5,17,1,157,0,14,15500
grokys_Perspex,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,87
grumpydev_SuperSimpleViewEngine,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,489
grumpydev_TinyIoC,0,1,0,0,7,0,0,4,2,0,58,1,4,0,3,13,0,5,0,0,0,0,1,0,0,2,0,5,21,0,142,3,0,12,13,0,0,13919
gsscoder_commandline,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,137
gsvgit_Brahma.FSharp,0,2,0,0,3,0,0,0,14,0,25,2,0,0,0,0,0,0,0,0,2,0,2,2,0,2,1,0,12,0,22,0,0,0,125,0,0,2531
guryanovev_CrystalQuartz,0,3,1,0,4,0,0,2,31,0,24,0,0,0,3,0,0,0,1,0,0,1,4,0,0,7,0,7,9,0,94,3,0,1,11,0,1,5284
Haacked_mvc-metadata-conventions,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,208
Haacked_NullGuard,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,173
Haacked_RouteMagic,0,0,0,0,2,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,11,0,0,0,3,0,0,1503
hackcraft_Ariadne,0,0,0,0,2,0,0,0,1,0,11,9,2,0,0,6,0,0,0,0,0,0,0,0,0,0,4,15,25,0,2,0,0,2,106,0,0,5240
haf_DotNetZip.Semverd,1,1,0,2,2,0,0,5,14,0,35,148,24,0,12,45,0,68,0,0,0,0,44,0,0,0,70,249,71,4,370,41,0,39,10746,19,24,117179
HalfVoxel_RGBGenerator,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,101,0,0,1379
HangfireIO_Hangfire,4,15,0,6,20,4,0,52,80,1,180,96,4,4,12,26,0,6,2,0,0,0,19,5,4,6,34,43,48,0,461,2,2,6,193,0,7,41240
HangfireIO_Hangfire.Dashboard.Authorization,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,239
hanswolff_simple.mailserver,0,0,0,0,2,1,0,2,7,0,16,20,3,0,3,0,0,5,0,0,0,0,4,0,1,0,0,8,0,0,8,0,0,2,227,0,2,4146
Haythem_SoundCloud.NET,0,0,0,0,1,0,0,0,3,0,5,3,0,0,0,0,0,11,0,0,0,1,0,1,0,7,0,2,1,0,3,1,0,1,8,0,0,1985
hazzik_DelegateDecompiler,0,0,0,0,0,0,0,2,2,0,5,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,1,7,1,2,28,11,0,0,351,0,6,1678
hazzik_HtmlAgilityPack,0,0,0,4,4,0,0,0,0,3,56,3,24,0,0,47,0,63,0,0,0,0,0,0,1,0,24,111,77,72,75,16,0,11,1772,0,18,41139
hbons_SparkleShare,0,2,0,3,0,0,0,7,3,0,8,16,67,0,2,10,0,64,0,0,0,0,3,0,0,5,8,25,4,2,167,10,0,1,1574,0,5,14605
hdkn235_Helper,0,0,0,1,2,0,0,2,1,0,68,55,18,0,2,22,0,0,0,0,0,0,0,0,0,0,6,58,37,0,164,9,0,20,1020,0,4,20789
hdurdle_harmony,0,0,0,0,0,0,0,1,7,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,5,0,0,0,80,0,0,1742
HeadspringLabs_bulk-writer,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,11,0,0,0,1,0,0,1286
helios-io_helios,3,11,0,1,6,5,1,4,14,0,46,6,15,1,3,20,0,34,0,0,0,7,32,3,0,3,2,28,30,8,115,1,1,3,360,0,2,21672
helix-toolkit_helix-toolkit,0,5,1,3,7,1,0,44,90,1,171,78,41,8,16,42,1,96,3,0,4,13,14,36,0,14,21,182,187,7,526,15,5,12,3570,1,64,94278
helpmebot_helpmebot,0,9,0,1,10,11,1,7,28,0,48,7,3,1,9,0,0,0,6,0,0,1,1,16,0,2,1,18,3,0,143,0,0,3,172,0,10,16681
henon_GitSharp,8,11,1,7,5,2,1,78,22,0,70,215,68,4,9,39,3,224,3,0,0,32,115,54,1,24,24,159,34,0,253,24,17,61,1209,0,29,85720
henon_GitSharp.Demo,0,0,0,0,1,0,0,0,2,0,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,2,0,1,1481
HEskandari_FarsiLibrary,5,11,0,3,12,0,0,11,14,1,98,11,25,0,9,15,0,30,2,0,0,1,3,11,0,3,17,66,48,0,236,13,4,7,2573,0,30,35699
hhariri_CleanCode,0,0,0,0,0,0,0,0,3,0,16,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1007
hhariri_EasyHttp,0,4,0,0,6,0,0,0,15,0,32,11,2,0,2,2,0,0,0,0,0,0,2,0,0,0,0,4,0,0,7,0,0,0,10,0,0,4060
hhblaze_DBreeze,14,12,0,0,3,11,0,6,9,0,32,197,61,0,4,34,0,52,0,0,0,4,6,55,0,10,148,199,175,2,635,18,0,12,4400,2,64,58948
hibara_MarkDownSharpEditor,0,0,0,0,1,0,0,1,3,0,2,6,12,0,0,10,0,17,0,0,0,0,0,0,0,2,19,48,0,0,178,16,0,4,666,0,11,13574
hibernating-rhinos_rhino-esb,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,376
hibri_HttpMock,0,0,0,1,0,0,0,0,3,0,7,1,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,1,8,0,0,951
higty_higlabo,6,21,0,17,21,0,0,28,35,4,299,252,8,8,1,94,0,90,3,0,0,41,28,143,0,116,35,276,131,1,412,56,0,37,3586,0,25,158068
hikalkan_scs,7,7,0,0,4,0,0,3,11,0,18,7,0,0,0,1,0,1,0,0,0,1,2,6,0,0,0,3,0,0,40,0,0,22,69,0,1,7313
hirschmann_nbfc,0,4,0,1,3,2,0,9,40,1,41,8,24,0,15,3,0,6,0,0,0,9,6,3,0,7,14,71,27,0,66,5,0,36,3458,7,30,21808
hisystems_Interpreter,0,0,0,1,0,0,0,2,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,5,4,0,27,0,0,0,4,0,0,2450
hmemcpy_AgentMulder,0,2,3,0,9,0,0,1,4,0,7,0,0,0,0,0,0,0,5,0,0,0,0,4,0,27,0,3,0,0,46,0,0,0,6,0,0,3774
hmemcpy_ReSharper.InternalsVisibleTo,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,16,0,0,419
hmemcpy_SnagitImgur,0,0,0,0,0,0,0,0,3,0,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,27,0,0,0,73,0,2,1011
hounsell_BuildFeed,0,2,0,0,2,0,0,0,17,0,14,1,0,0,5,3,0,1,0,0,0,0,3,0,0,0,1,3,5,0,44,0,0,0,59,0,0,2971
hpsa_hp-application-automation-tools-plugin,0,0,0,1,0,0,0,4,1,0,5,0,0,0,1,7,0,1,0,0,0,0,2,0,0,0,15,44,15,1,60,2,0,19,203,0,5,7190
HPSoftware_VuGenPowerPack,0,1,0,0,2,0,0,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,16,1,0,1,16,0,0,1215
HubertJ_QuandlCS,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,12,2,0,0,1,0,0,1678
hultqvist_ProtoBuf,0,0,0,0,0,0,0,6,2,0,2,0,6,5,0,3,0,3,0,0,0,2,0,0,0,2,2,22,1,0,21,2,0,0,32,0,3,2924
hxseven_Remove-Empty-Directories,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,3,7,1,0,113,0,0,1,466,0,0,3689
i4004_AcspNet,0,5,0,1,6,0,0,0,24,0,20,3,0,0,6,2,0,0,1,0,0,0,0,0,0,3,0,7,16,1,69,3,0,0,15,0,6,7511
i4004_Simplify,0,0,1,1,7,0,0,2,26,0,80,1,16,0,2,10,1,72,0,0,0,0,2,1,0,5,5,39,147,12,261,12,0,1,45,0,7,16153
iamapi_MtgoxTrader,0,1,0,0,1,0,0,4,6,0,4,3,12,0,3,2,0,0,1,0,0,0,1,0,1,0,4,13,17,0,70,0,0,33,689,0,5,7449
icsharpcode_AvalonEdit,1,5,0,4,4,5,1,11,13,0,22,64,1,0,8,31,2,153,0,0,0,1,11,3,3,3,1,81,16,7,240,35,1,2,264,0,13,35881
icsharpcode_ILSpy,0,0,0,0,2,0,0,5,7,0,10,0,3,6,0,6,0,29,0,0,0,0,1,0,1,0,2,22,3,0,30,4,0,1,362,0,6,6805
icsharpcode_NRefactory,10,13,0,7,11,1,1,42,42,8,379,301,95,229,20,127,17,1882,22,0,2,94,98,170,31,59,97,709,215,36,2153,232,3,9,7969,0,219,257329
idavis_innovatian.configuration,0,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,11,0,2,0,9,0,2,3189
IdeaBlade_Punch,0,11,0,3,5,0,0,17,41,0,190,13,34,0,11,15,0,28,1,0,0,2,15,12,0,44,4,9,83,12,275,0,0,1,482,0,0,40567
IdentityModel_AuthorizationServer,0,2,0,0,11,0,0,5,22,0,67,3,0,0,9,0,0,0,0,0,0,0,0,0,0,1,1,10,16,2,112,2,0,2,27,0,3,6342
IdentityModel_Thinktecture.IdentityModel,0,0,2,0,9,1,0,4,19,0,97,1,2,0,12,0,0,5,0,0,0,0,3,0,0,2,0,18,28,1,98,4,1,0,114,0,2,10154
IdentityModel_Thinktecture.IdentityModel.45,0,0,2,0,3,0,0,0,12,0,59,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,35,0,0,3,7,0,0,2848
IdentityServer_IdentityServer3.AccessTokenValidation,0,0,0,0,1,0,0,2,4,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1214
IdentityServer_IdentityServer3.AspNetIdentity,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,330
IdentityServer_IdentityServer3.WsFederation,0,3,0,0,4,0,0,7,2,0,16,5,0,0,1,2,0,1,0,0,0,0,2,0,0,0,1,1,3,2,42,1,0,0,11,0,0,3621
IgniteInteractiveStudio_SLSharp,2,8,0,0,1,0,0,7,3,1,20,11,26,1,1,17,0,7,0,0,0,0,7,1,0,5,8,40,49,0,65,3,0,0,945,0,12,27595
igor-tkachev_bltoolkit,37,59,0,24,78,23,0,72,415,25,671,276,250,102,169,451,6,499,18,0,0,12,50,151,33,66,287,1132,551,18,3584,294,46,47,3734,0,1003,439563
igorkulman_Kulman.WPA81.BaseRestService,0,0,0,1,1,0,0,0,36,0,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,1599
iLexDev_ASP.NET-WebApi-MultipartDataMediaFormatter,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,16,1,0,0,4,0,0,922
ilich_MvcReportViewer,0,0,0,0,3,0,0,5,4,0,28,12,0,0,6,4,0,0,0,0,0,0,0,0,0,0,3,17,27,1,105,0,0,0,50,0,2,7703
ILMServices_RavenDB.AspNet.Identity,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,544
imasm_samschanneledit,0,0,0,0,1,0,0,6,3,0,2,16,0,0,0,2,0,0,0,0,0,0,0,1,0,2,7,14,0,0,35,0,1,0,497,0,3,4408
imazen_libwebp-net,0,0,0,0,1,0,0,0,6,0,14,2,11,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,23,1,7,0,0,0,5,0,0,1296
imazen_resizer,7,14,1,8,24,4,0,10,39,5,191,104,148,1,22,50,3,43,12,0,12,1,82,5,10,59,30,226,250,2,800,63,4,46,4890,0,49,145502
imclem_Highcharts-export-module-asp.net,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,252
impworks_lens,17,9,0,1,6,23,1,3,35,0,39,5,38,8,3,12,1,11,1,0,0,0,3,0,7,4,0,39,14,0,116,4,0,11,177,0,3,20341
imsardine_winappdriver,0,3,0,1,2,1,0,2,6,0,5,0,5,0,4,1,0,0,1,0,0,0,0,0,0,0,0,5,4,0,24,0,0,5,54,0,3,4282
inconspicuous-creations_Inconspicuous.Framework,0,0,0,1,2,0,0,1,21,0,19,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,8,0,17,0,0,2,6,0,4,2525
inexcitus_stravadotnet,0,4,1,0,5,1,0,2,18,0,13,53,0,0,29,5,0,0,1,0,0,0,0,1,0,0,0,14,18,0,110,0,0,0,111,0,9,7953
inflatablefriends_lastfm,0,5,0,1,9,0,1,1,24,0,49,10,1,0,2,0,0,1,3,0,0,0,2,3,1,0,0,6,15,0,44,0,0,0,164,0,2,6032
inorton_cclash,0,0,0,1,1,0,0,1,5,0,8,0,4,0,2,2,0,1,0,0,0,0,6,0,0,3,3,11,8,0,14,0,0,3,123,0,2,4128
inorton_XR.Baboon,0,0,0,0,2,0,0,0,2,0,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,6,7,2,0,15,0,6,2,164,0,0,2401
int6_CoiniumServ,1,25,0,0,14,0,1,9,94,0,52,26,4,1,36,18,0,6,2,0,0,0,7,4,1,4,2,23,25,0,104,4,0,3,518,0,6,19321
int6_uhttpsharp,0,3,0,0,4,0,0,2,8,0,15,2,2,0,2,0,0,0,1,0,0,0,5,0,0,1,0,0,2,0,29,0,0,0,18,0,0,3032
int6_voxeliq,12,15,2,0,14,4,0,4,17,0,65,6,45,0,7,2,0,10,0,0,0,0,10,8,0,26,9,34,45,0,330,4,0,1,1681,0,12,28994
IntelliTect_EssentialCSharp,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,15,0,0,125
InvisibleShield_FFXIV-Zodiac-Glass,0,2,1,0,2,1,0,2,6,0,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,44,0,0,0,46,0,0,2226
Iridio_OculusArDroneKinect,1,4,0,2,4,0,0,2,68,0,23,0,95,0,57,4,0,2,0,0,0,0,0,0,0,1,0,10,54,0,10,6,0,1,123,0,3,7373
ironyx_simplsockets,0,0,0,0,0,0,0,0,2,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,6,0,0,4,35,0,0,1456
iSECPartners_PeachFarmer,0,0,0,0,2,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4,12,0,12,1,0,0,13,0,0,1915
ishani_ClangVSx,0,0,0,0,3,0,0,0,0,0,8,0,6,0,3,6,0,0,0,0,0,0,0,0,0,0,12,39,18,0,168,0,0,6,633,0,15,15169
iss0_SyncthingTray,0,0,0,0,0,0,0,0,1,0,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,121,0,0,2177
isukces_cs2php,4,4,1,4,8,2,0,12,42,0,109,3,32,0,12,20,0,20,6,0,4,3,8,3,5,9,22,74,149,2,329,5,0,2,177,0,14,33345
iSynaptic_iSynaptic.Commons,0,2,0,1,3,0,0,1,18,0,64,21,0,0,1,11,0,6,0,0,0,0,0,0,0,1,0,3,9,0,123,0,0,0,2,0,0,7758
itext_itextsharp,58,108,2,30,100,114,0,96,80,6,397,481,172,704,88,360,19,1154,31,0,16,54,186,330,48,296,286,1863,1100,8,2582,426,666,284,53016,42,305,649732
ivaylokenov_ASP.NET-MVC-Lambda-Expression-Helpers,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,12,0,0,0,0,0,0,363
jackpal_Dandy-Dungeon,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,4,6,4,0,1,5,0,0,105,0,0,1190
jacksonh_manos,5,8,0,2,3,0,0,6,10,1,15,53,2,0,2,11,0,48,0,0,0,0,12,4,2,4,6,41,21,0,22,3,0,0,345,0,10,17529
jacobbo_WebEye,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,31,0,0,0,97,0,2,2154
jacobdufault_forge,3,3,0,1,3,1,0,3,32,0,25,49,49,6,0,4,0,7,1,0,0,0,8,1,0,1,1,12,52,0,38,4,0,0,259,0,3,11404
