Project,No of Types,NOF,NOM,NOP,NOPF,NOPM,LOC,WMC,NC,DIT,LCOM,FAN-OUT,FAN-IN
rmgrimm_traytotp-kp2,21,49,88,113,0,7,3057,303,0,0,4.96,19,19
roarkry_ContractTemplateHelper,106,4,73,1086,0,64,5329,100,0,0,1,105,105
Roballen_RobSite,0,0,0,0,0,0,0,0,0,0,0,0,0
robconery_monkey-fist,44,35,155,94,0,142,1732,183,13,13,3.38,118,118
robertbird_BoomJennies,8,8,58,0,0,58,2105,58,0,0,0,0,0
RobertKozak_MonoMobile.Views,200,198,701,425,50,520,12405,1683,126,127,37.03,281,281
robertmircea_nagios-nsca-client,16,16,34,5,1,27,465,69,6,6,1.73,20,20
RobGibbens_AllTheXamarinForms,16,0,19,4,0,15,249,19,0,0,0,20,20
robhofman_project,103,130,111,185,3,64,2917,198,54,29,21,57,57
robhughadams_ODataTest,5,5,22,5,0,7,331,31,0,0,2,5,5
robin521111_DataAnslysis,23,17,137,121,2,95,3772,381,4,4,2.92,24,24
robintheilade_UnityRuntimeTreeCollision,2,12,6,2,5,2,266,18,0,0,0.98,1,1
robmarano_cSharpStarterApp,4,6,15,0,0,11,236,26,0,0,0.25,5,5
rock117_file-downloader,30,72,129,26,15,68,1549,225,1,1,4.58,49,49
rodolfofadino_TestesComMoqEEntityFramework,3,0,4,5,0,4,46,4,0,0,0,2,2
rodrigolessa_Mitra.AssistenciaSocial,40,17,53,195,1,36,1616,58,3,3,4.78,30,30
rohithkrajan_ExtCS,220,523,2214,82,438,164,9557,2469,29,56,13.21,543,543
RohitTiwari92_Minimum-Code,8,12,19,3,5,6,751,116,0,0,0.82,5,5
rohme_BoxUnlocker,23,85,58,48,36,39,2002,204,0,0,6.6,33,33
Roland-Schneider_TfsZipShelveset,12,8,20,16,0,8,1530,267,0,0,0,6,6
Rollins_Rolcore,122,97,355,74,50,277,6285,754,28,26,18.98,41,41
roman-yagodin_R7.Emblems,7,1,27,3,0,11,497,56,0,0,0,4,4
roman-yagodin_R7.ImageHandler,33,20,92,97,1,56,3608,517,21,21,6.02,32,32
RonFields72_C64Emulator,143,258,445,130,20,329,6741,984,126,126,15.3,342,342
roppert_Inb4.SvnClient,5,0,20,8,0,14,249,53,0,0,0,7,7
RoryBecker_CR_EasierIdentifiers,2,5,19,0,0,4,192,38,0,0,0.77,1,1
roxioam_TrayServiceManager,3,4,7,3,0,1,158,15,0,0,0.3,1,1
roycornelissen_NServiceBus.AcceptanceTesting.Sample,8,0,4,8,0,4,93,5,0,0,0,5,5
roylanceMichael_ObjectToSqlMapper,16,29,21,17,5,12,344,34,9,11,4.69,30,30
RPEDERSEN1_StudentCode1,1,15,11,0,2,10,404,27,0,0,0.93,0,0
rplan_Troglodyte,36,36,58,61,0,52,1218,136,9,11,4.67,70,70
rpmware_rpmware_api_client,28,89,63,84,0,38,1579,96,8,8,2,31,31
rschiang_rsPlurkLib,24,12,55,58,0,42,1108,120,10,10,0.9,20,20
RSenApps_Metacast,80,238,340,60,159,294,4667,850,12,12,22.6,123,123
rubenskm_Alura,38,16,67,42,0,38,825,85,10,8,1.69,25,25
ruitobe_Connecting2,0,0,0,0,0,0,0,0,0,0,0,0,0
rumdood_krieger,23,18,56,14,0,34,502,81,10,10,2.97,41,41
runelaenen_OpenRCT2Launcher,15,23,42,0,7,26,1046,147,0,0,1.48,2,2
runerys_DomaMove,42,114,178,110,2,94,2636,269,4,4,19.7,71,71
Rusk85_OCHPVR,58,21,139,144,0,79,1757,155,14,19,5.3,61,61
rustamserg_command_console,6,13,57,13,0,27,513,92,2,2,1.91,5,5
rwbloc_gold-addin,35,50,127,31,1,63,1863,216,7,7,7.55,47,47
rwpcpe_simple-lookups,60,46,163,70,13,66,2198,215,42,61,3.48,76,76
ryancole_RepositoryExample,18,11,41,38,0,21,677,49,4,4,1.98,23,23
ryanmcdonnell_ScanToEvernote,13,29,39,5,18,9,470,65,0,0,1.33,11,11
ryanplasma_MusicJam,10,6,19,8,0,14,161,20,2,2,0.38,9,9
ryanrodemoyer_AltProvidersForAspNetIdentity2,6,0,8,25,0,3,132,8,0,0,0,0,0
RyuaNerin_ExHentaiAPI,20,50,144,78,8,106,2456,399,2,2,3.4,47,47
ryukinkou_IdmTranslateProgram,68,67,331,70,11,196,5750,622,67,71,11.01,259,259
rzymek01_bsk-serpent,7,17,53,11,0,15,789,109,1,1,1.75,4,4
SA-ratha_DigPack,1306,3860,9035,3775,526,4938,216303,26307,631,668,676.6,4649,4649
saan800_dotnetcqs.extensions,8,8,18,1,0,16,291,31,1,1,0.6,6,6
saan800_dotnetcqs.net40,24,5,29,7,0,18,611,43,7,7,0,19,19
SaberZA_ResolutionActionSystem,59,9,144,120,0,85,2161,174,12,9,2,50,50
Sable_McCli,149,566,904,205,431,769,11580,1732,44,46,26.67,365,365
sabotai_buildingWorldsUnity,0,0,0,0,0,0,0,0,0,0,0,0,0
sacha67000_Kinect-Project,0,0,0,0,0,0,0,0,0,0,0,0,0
safeguard-apis_safeguard-api-net,12,3,42,34,0,35,576,63,0,0,0.96,14,14
saga-dash_VoiceriodNotifier4KanColleViewer,4,8,13,2,0,9,162,19,0,0,2.17,3,3
sambeauvois_DayInfo,16,13,46,46,0,36,955,76,4,4,1,22,22
samdubey_DotNetRosa,250,646,1406,252,358,1061,21235,3102,124,140,70.82,773,773
samholder_haccpapp,76,27,105,78,0,90,1461,133,33,46,2.85,88,88
SamiDidier_NClass,4237,14563,26041,11854,5575,14866,684843,71212,2626,3577,1367.02,22526,22526
Sandra_Sandra.SimpleValidator,16,8,40,15,0,30,431,50,7,7,1.88,6,6
Santhoshattillid_BibleThonWebPortal,146,398,301,637,6,142,9771,508,47,53,8.6,181,181
SAP_lumira-extension-da-windowseventlog,6,4,15,9,0,6,246,32,0,0,0,4,4
sartrey_quick-model,44,108,172,105,14,99,2662,318,10,10,20.57,97,97
sasha237_NorthCitadel,147,410,655,85,139,390,14893,2144,12,12,30.23,392,378
sasrai_MinecraftMiniTools,8,15,51,9,1,26,1290,106,0,0,2.71,6,6
sasrai_TestCode_NbtControl,21,24,109,18,1,51,1790,302,0,0,4.17,16,16
sat-dev_MySamples,80,103,231,171,7,85,3550,420,37,33,13.93,123,123
SaumenHalder_GoogleAnalyticsData,4,0,4,12,0,2,169,13,0,0,0,5,5
sawyerlin_sli-redis,4,8,18,3,0,13,216,36,0,0,0.91,6,6
scardetto_CookieCutter,7,11,31,11,1,20,273,38,0,0,2.64,12,12
sch-gamedev_trong,5,15,17,1,0,7,136,21,0,0,1.36,4,4
schmaedech_koan,32,111,187,21,56,118,3888,487,0,0,8,46,46
schmaedech_neurolog,38,141,191,53,74,120,3899,486,0,0,9.88,53,53
schourode_ncron,27,19,101,12,2,64,1211,123,6,6,1.48,42,42
Scordo_TS3QueryLib.Net,404,63,1664,2000,6,1176,30967,2926,276,357,17.91,753,777
scottcowan_EPiContentTestingApi,21,16,49,17,1,28,684,102,3,3,3.95,25,25
scottlerch_StorageUsageReporter,5,2,12,16,0,5,300,30,0,0,0,3,3
scottmeng_ivle_metro_wp,721,1332,5854,1726,223,3462,103979,16927,325,344,190.9,2747,2747
scottmeyer_ravelog,16,18,38,15,2,30,431,60,5,5,4.05,19,19
Scrier_testcomplete,30,40,155,25,3,87,2070,392,4,4,4.32,57,57
scriptcs-contrib_scriptcs-engine-mono,5,5,6,7,2,6,191,21,0,0,1.33,4,4
sdluxeon_Stargazer,39,46,126,63,2,71,2865,322,0,0,5.58,84,84
sdming_Kiss.Data,124,258,1015,137,147,706,14944,3227,64,63,18.56,308,308
sebastieno_query-composer,8,1,11,14,0,10,382,29,0,0,0.8,8,8
sebfia_PDFSharp_ios,1229,7520,6765,3672,3750,4357,220763,17787,577,761,540.01,4845,4845
secred_Tachycardia,171,663,1067,130,110,792,25064,2871,37,40,45.99,334,334
SecretDeveloper_gk.Puzzles.DailyProgrammer,7,4,30,1,0,11,684,106,3,3,1.47,2,2
SecureSubmit_heartland-dotnet,430,1893,708,2007,6,562,29888,1142,83,90,52.46,1192,1192
SecurityInnovation_YASAT,13,26,68,19,6,26,982,210,0,0,3.01,16,16
seeseekey_lib3ds.net,43,275,33,0,259,11,1469,210,6,6,1.25,68,68
sefbkn_Coinbase.NET,16,2,25,37,2,20,386,33,1,1,0.33,15,15
Sektor527_bootcamp,10,10,84,36,0,21,1138,196,0,0,1.5,18,18
SemiNormal_WoodRock,22,14,41,82,5,28,1085,96,0,0,2.6,21,21
sendgridlabs_loaderio-sharp,7,4,16,30,3,6,331,41,0,0,0.71,6,6
SeNeReKo_LibNLPCommon_CSharp,109,191,672,170,27,542,10388,1390,24,20,31.36,114,114
sep_TfsManualBuildCreator,6,5,23,13,0,14,399,35,1,1,0.83,7,7
SergeKryshtop_ZeroDownTimeSample,24,6,35,72,4,23,635,45,14,20,0.88,7,7
sergeyt_NHandlebars,18,24,86,1,2,71,1242,192,8,8,1.46,24,24
SergeyUsok_LargeFileViewer,66,43,177,73,0,132,2194,243,11,11,9.04,46,46
servantio_servant-agent,34,39,224,35,2,166,4612,464,0,0,4,47,47
sethdeckard_LR-dataset-extension,38,41,183,66,7,86,3580,439,12,10,9.24,58,58
sethusrinivasan_azreports,26,6,42,51,1,22,1062,99,2,2,1.25,34,34
seun104_AgbaraVOIP,105,212,317,70,50,263,6222,652,32,34,16.87,138,138
sfgadjo_Hal9000.Json.Net,54,61,107,23,4,60,1669,207,30,25,4.43,90,90
SgtPooki_ProASP.NETMVC4,0,0,0,0,0,0,0,0,0,0,0,0,0
SgtVoid_jagaco.log2all,14,6,70,28,0,36,446,84,4,4,0,20,20
shadowIdeas_shadowAPI2,12,41,89,4,0,62,2260,255,0,0,1.89,16,16
shaovoon_sequelmaxnet,8,30,97,0,7,58,1222,252,1,1,2.61,10,10
shaoxianhui_GDXClient,21,48,137,3,0,24,1136,225,0,0,8.36,33,33
SharpCoder_SimpleAzure,2,2,18,5,0,4,273,29,0,0,0,1,1
sharpjs_FluentRouting,35,28,240,14,0,88,2344,312,24,32,3.64,58,58
SharpKit_Cs2Java,924,759,7827,1643,630,6649,48200,9272,982,1114,116.68,2155,2155
shawty_hostman,15,8,42,19,0,29,536,62,0,0,1.38,11,11
Sheepsteak_EchoesJS,38,36,79,64,2,51,1217,121,4,4,7.73,47,47
ShendoXT_memcardrex,24,101,288,24,37,73,5528,1372,0,0,10.63,28,28
shentianyi_MoldSmartDevice,178,325,767,319,2,285,11383,1156,37,37,42.61,398,398
sherifkandeel_weet-it_WCF,42,102,174,27,50,109,4930,645,7,8,10.05,61,61
shestakov_SecretSantaRandomizer,10,6,15,10,0,9,228,43,2,2,1,10,10
shibayan_RedisCacheClient,2,10,30,4,0,20,292,64,0,0,0.91,0,0
shiftplanning_cs-sdk,0,0,0,0,0,0,0,0,0,0,0,0,0
shigengyu_UniverCore,97,51,247,98,10,206,5811,419,23,22,9.89,68,68
shikha577_git.xmlstore.io,2,49,35,0,0,2,1100,92,0,0,1.95,1,1
shimika_Simplayer4,293,841,1446,1094,223,1017,67587,3724,143,164,83.27,1051,1051
Shinerising_ShareScreen2GooglePlus,9,35,51,10,12,14,951,183,0,0,4.2,7,7
shintadono_OpenGL.Core.Example1,6,12,80,18,2,79,1511,121,0,0,0.4,7,7
shintadono_Win32,124,862,189,103,836,175,11109,215,0,0,5.83,100,100
Shiraki-Taiwan_Shiraki.Dr-Sox,2,0,1,1,0,0,24,2,0,0,0,0,0
shootdaj_ZoneLighting,97,265,391,178,61,228,9547,1044,21,24,25.95,171,171
shubhadeep_dotnet-misc,2,0,11,0,0,1,134,20,0,0,0,1,1
Shuffzord_TypeFine,32,16,48,68,0,27,1130,152,17,23,1.6,14,14
Shukrat_GDAPS2GameProject,22,225,73,48,151,63,3827,715,12,13,5.8,54,54
Shuttle_shuttle-esb-modules,24,38,51,74,0,36,1011,88,1,1,4.75,21,21
sibartlett_NHibernate.ByteCode,10,9,22,7,1,20,332,36,0,0,0.5,7,7
SiebertSchoutteten_cashlessproject,78,127,141,165,3,62,3531,323,27,15,19.75,81,81
Siko91_TelerikAcademy--CodeQuality,136,108,387,170,3,212,5500,738,49,51,22.56,161,161
silvenga_Piper,9,3,29,12,1,25,405,73,0,0,0.5,10,10
SiLVeR-OD_Block-Method,19,22,61,21,8,23,1274,164,0,0,2.54,41,41
simon311_APIVersionPatcher,4,15,5,14,1,3,214,18,0,0,3,3,3
SimonCropp_NServiceBus.Jil,4,4,16,1,0,10,177,26,0,0,0.7,3,3
SimonCropp_NServiceBus.Newtonsoft.Json,4,4,18,1,0,10,216,37,0,0,0.57,3,3
SimonCropp_NServiceBus.SelfHost,0,0,0,0,0,0,0,0,0,0,0,0,0
simonellistonball_MongoForCsharpSamples,4,2,7,9,1,3,121,10,0,0,1,1,1
SimonRichards_clang-sharp,25,33,208,99,17,180,2073,242,0,0,3.34,47,47
SimplyCast_csharp-wrapper,42,118,96,118,4,91,3908,246,9,9,8.32,83,83
sims11tz_digiforge,2,0,4,0,0,4,844,6,0,0,0,0,0
simsor_RemindMe,12,15,36,29,0,9,888,80,0,0,3.92,13,13
Sinjai_MCForge-Custom-Commands-and-Plugins,5,11,26,34,8,21,656,115,0,0,1.64,2,2
Sinstraliz_uop3714,37,7,53,100,1,47,961,58,2,2,0.75,21,21
SirePi_duality-frozen,139,587,578,286,193,319,14347,1353,69,82,31.71,209,209
sirerr_infinitybug,52,220,324,24,22,158,7814,1418,2,2,17.3,138,138
Sirix_NProject,12,4,27,67,0,17,601,29,1,1,1.44,12,12
SitanaTeam_Farseer-Physics-Engine,972,4123,5704,1664,1636,4168,138710,17373,211,220,260.98,4411,4411
Sitecore_experience-extractor,180,90,563,335,3,402,9144,1142,98,119,20.99,505,505
Sitefinity_Less,5,7,16,4,1,9,307,41,0,0,3,4,4
Sitefinity_ordered-content-widget,20,10,24,82,2,14,1100,70,0,0,5,23,23
sjmulder_plist-net,19,10,121,56,0,92,2353,235,12,12,2.75,64,64
sjnaughton1961_bootstrap-web-controls,15,29,70,29,0,38,1632,158,0,0,4.58,13,13
skillersharan_RunHome,0,0,0,0,0,0,0,0,0,0,0,0,0
skitsanos_WDK10,39,86,182,8,62,157,4107,674,4,5,3.6,32,32
sklivvz_Kata,2,1,3,1,0,2,100,13,0,0,0.5,0,0
skonves_Konves.Csv,15,95,510,35,0,495,10530,710,0,0,10,5,5
skrusty_AsterNET.ARI,142,59,535,255,31,284,10159,2088,72,89,6.5,261,261
Skweper_Model3d,33,37,138,26,3,124,2491,184,0,0,9,30,30
SL-RU_this-gray-world-data-editor,69,164,355,52,133,171,4906,874,19,19,31.18,188,188
sli_juicy-desktop,9,11,82,18,0,24,1010,177,0,0,0.94,6,6
slofurno_warlocksr,24,79,71,49,37,62,1478,204,3,3,6.45,54,54
sloth4413_CommOAuth2,74,17,122,165,2,100,2384,189,42,41,8.57,85,85
slown1_XamarinSocial,1,2,0,0,2,0,6,0,0,0,0,0,0
sltkr_Jama.NancyHelpers,5,3,24,6,0,17,242,24,1,1,0.88,2,2
smack0007_RazorBurn,13,7,41,16,0,29,416,60,2,2,3,12,12
smack0007_RiffScript,14,5,26,12,0,18,451,60,0,0,2.4,20,20
smakhtin_ghJSON,11,8,41,30,1,14,694,58,2,2,2.5,3,3
smalinin_netserializer2,11,33,149,4,19,120,2562,436,0,0,1.82,29,29
Smartasses_RequestHandler,26,7,42,8,0,27,375,56,4,4,2.33,21,21
smarthomeserviceteam1_SmartHomeService,3,0,1,7,0,1,54,4,0,0,0,0,0
smartquant_ExcelDna.Utilities,19,22,117,38,0,106,1766,250,1,1,3.05,25,25
SMARTRACTECHNOLOGY_smartcosmos-flows-sdk-.net-portable-apimatic,24,47,78,62,3,38,2137,155,5,5,8,41,41
Smeedee_Smeedee,401,648,1533,472,84,746,16177,2235,185,203,90.96,787,787
smeshlink_Misty.NET,109,357,726,338,12,511,13399,1312,26,32,26.39,171,171
smidget_AscensionControl,21,79,131,12,61,95,1803,251,0,0,10.19,52,52
smiley22_S22.Mail,24,3,52,69,0,14,2000,211,0,0,0,19,19
smiley22_S22.Pop3,18,7,57,21,0,27,1680,168,0,0,0.81,22,22
smo-key_Yahtzee-AI,5,15,18,9,1,3,1491,220,0,0,0.83,2,2
SmokeyWare_AutoRPG,26,58,148,62,0,35,2294,311,0,0,9.38,17,17
snebjorn_EFDemo,5,0,7,8,0,4,107,10,0,0,0,5,5
SNSB_DiversityAPI,43,4,17,308,1,6,1613,33,16,10,0.75,7,7
softrocket_groundcontrol,3,0,0,10,0,0,49,0,0,0,0,0,0
sohong_greenfleet-viewer,217,309,683,356,29,328,11409,1094,56,67,43.33,285,285
SolarLiner_kOS-IDE,12,23,68,22,6,26,1195,175,0,0,2.59,15,15
solarplexus6_Oop,39,27,61,20,3,40,753,93,4,4,5.38,30,30
solunar66_ThePool,77,78,186,34,40,83,7997,757,47,85,6.26,110,110
somedave_Wyam,36,95,169,11,38,126,2971,293,9,9,9.58,13,13
soniarai_HRS,13,49,47,5,27,16,1183,183,0,0,4.35,16,16
SonngChen_Kina.Common,26,42,203,28,0,128,4891,588,5,5,4.11,31,31
sountex_COPTD,2,2,10,0,0,10,82,10,0,0,0,0,0
SourcecodeDOO_Betshop,50,140,249,71,32,110,5108,677,0,0,12.21,49,49
spark-div_signalanalyzer2,415,1053,1979,683,669,1168,54477,4257,163,222,73.9,1196,1590
SparkDustJoe_miniLockManaged,13,12,60,24,0,50,60448,131,1,1,1.32,18,18
sparkie79_UavObject-.Net-Parser,152,1229,806,158,758,692,19254,1309,97,106,86.6,606,606
SpectraLogic_ds3_net_sdk,9,9,32,0,0,10,709,80,0,0,0.56,1,1
spitfireCH_AnnotationConverter,12,32,86,29,0,3,1379,218,3,3,5.37,23,23
splintor_SubtitlesRunner,49,45,151,65,0,90,2440,327,4,4,6.31,33,33
spring-projects_spring-net-amqp-samples,29,38,58,26,0,35,887,84,5,5,3.33,35,35
spsarkar_AzureBatchDependenciesStorage,4,5,7,0,5,0,174,21,0,0,0,3,3
SQLServerIO_TPCCBench,117,331,797,250,51,493,16711,1505,33,28,29.81,209,211
Square-dot-HipToBe_FieldService,78,90,150,155,21,108,4423,393,3,3,15.68,66,66
srabya_usergrid-.net-sdk,43,22,170,69,0,88,1253,211,17,13,3.83,59,59
srkirkland_Inflector,1,3,19,0,0,12,184,26,0,0,0,0,0
SrTobi_subtlee,19,29,39,44,1,21,749,88,3,3,4.54,14,14
ssor_logisBaseTrainingDemos,294,1500,1660,653,704,556,35098,4341,61,68,100.18,572,572
sssemil_Downloader,5,10,24,3,1,2,345,64,0,0,1.72,2,2
SStoyanov1_FootballWorld,30,20,64,83,0,54,864,71,12,12,5.19,39,39
staafl_debug-utils,0,0,0,0,0,0,0,0,0,0,0,0,0
stackify_redis-tagging-locking-sample,18,23,55,26,2,33,993,115,6,9,1.9,17,17
staffann_compareplanned,10,46,50,24,30,21,1088,171,0,0,4.19,14,14
stakach_pc-control,11,54,54,5,10,34,1050,101,0,0,6.03,16,16
stanevplamen_CSharpOOP,176,155,474,170,20,337,6395,868,128,128,47.76,214,214
StapleButter_SM64DSe,322,1405,1267,861,242,654,38668,5693,57,64,69.97,869,869
Starman-4308_Renegotiator,9,45,92,32,3,14,2228,342,3,3,4.21,6,6
StarRezDev_StarRezApiClient,7,3,51,15,0,40,842,120,2,2,1.19,5,5
Starwaster_StockDragFix,3,4,7,0,2,6,90,22,0,0,0.5,1,1
stas-neverov_Heartbeat,9,9,16,6,0,14,153,16,0,0,0.5,6,11
Statens-maritima-museer_MeanWhile,28,67,246,73,0,29,5498,1181,0,0,6.08,25,25
StaticalCompany_PrismAdapter,15,0,57,34,0,41,1086,99,7,8,0,22,22
staticvoidmain_tools,3,6,23,0,0,5,401,83,0,0,0,2,2
std66_TomiSoft-Roland-Style-Studio,58,121,239,67,19,169,5842,433,13,32,31.77,117,117
stebyrne04_Monogame_templates,0,0,0,0,0,0,0,0,0,0,0,0,0
stefan-baumann_Steam-In-Home-Streaming-Remote-Desktop,4,7,7,4,0,1,136,10,0,0,0.65,1,1
StefanAuer_JPEG.Encryption,31,30,113,39,0,39,2328,262,5,5,3.94,48,48
Stefanpu13_TelerikAcademyRepository,176,189,1224,196,36,888,28709,2835,64,77,37.38,268,268
stefchri_Radar,32,46,84,185,0,69,2381,149,0,0,7.34,24,24
steliodibello_ZuluTradeRestApi,50,7,54,59,0,41,843,83,33,51,0,61,61
Stents-_XOutput,12,72,93,10,28,35,1642,284,1,1,3.76,10,10
StephenCleary_ARC,22,11,51,23,0,37,597,98,15,16,1.1,37,37
StephenCleary_AsyncDiagnostics,5,4,23,4,0,17,323,30,1,1,1.27,2,2
stevecooperorg_BomSquad,5,1,7,5,0,5,253,20,0,0,0,5,5
SteveMoyer_nDump,65,127,277,83,5,157,4637,583,17,17,12.73,115,115
stevenbenner_ultrasfv,44,102,226,111,29,82,5098,667,0,0,13.29,68,68
stevenharman_buildtray,41,30,128,96,0,68,1584,205,10,10,3.83,71,71
stg12345_O-R-POS-buzz,328,538,2520,296,142,714,25280,3734,108,114,61.16,654,654
stjeong_NHanNanum,64,284,473,45,88,380,14018,1583,25,30,23.02,131,131
StoneFin_ProcessLauncher,4,2,4,8,1,0,209,14,1,1,0,3,3
stoogebag_Unity-Template,0,0,0,0,0,0,0,0,0,0,0,0,0
Stormancer_components,14,10,17,31,3,6,393,22,0,0,1.29,16,16
stramit_SSE,216,491,928,347,22,745,11581,1423,214,221,78.3,499,499
strangeioc_strangerobots,317,570,1393,444,148,748,17275,2887,197,326,52.36,522,522
streamanalytics_samples,29,89,67,38,52,46,1571,189,2,2,5.89,34,34
Strigimar_CAG,19,61,116,34,8,52,3524,660,6,6,7.06,34,34
Strilanc_Quantum-Pseudo-Telepathy,0,0,0,0,0,0,0,0,0,0,0,0,0
ststeiger_HyperTableSharp,32,155,129,97,33,120,38324,824,0,0,21.06,24,24
SturmDenmark_4emanager,29,4,46,76,0,28,1010,101,6,6,0,24,24
stusherwin_observable-midi,221,280,1144,71,43,928,11652,1912,78,75,49.81,232,232
Styk88_ItContract,6,0,9,0,0,8,71,9,0,0,0,3,3
Styk88_Pluralsight,40,10,94,133,0,49,1633,135,3,3,1.45,50,50
styxtwo_Vector-2D,6,4,51,5,4,51,602,56,0,0,0,7,7
subterraneanbob_quartz-cron-generator,10,11,34,5,0,15,535,93,0,0,0.73,12,12
suezhu_sdk-dotnet,319,786,259,361,765,175,10200,523,173,186,10.65,409,409
suleinvo_ListTddPractice,16,12,47,9,2,25,448,68,5,5,1.63,16,16
sundawn_JapaneseLearn,13,12,36,7,0,13,651,104,0,0,1.05,11,11
sunnyone_kiritorimage,14,14,54,27,0,20,870,103,3,3,3.23,17,17
supby_cnnwb,39,160,370,167,93,287,15272,1424,0,0,11.38,44,44
SuperDuperMartin_Mediator,4,6,17,0,0,14,94,17,0,0,3,6,6
superlucky8848_Misc_VS,79,367,399,72,99,234,27441,1415,18,18,25.58,90,90
SuperTuxTeam_supertux-editor,85,1026,822,125,820,627,8873,1601,32,48,27.74,154,154
Suremaker_LambdaReflection,4,0,21,0,0,21,277,25,0,0,0,0,0
Surfpup_tConfig-Mods,13,64,110,0,60,110,2109,227,1,1,6.49,35,35
suryapratap_GeographicLib,15,83,91,0,34,64,3059,229,0,0,2.49,30,30
sustinel_ClothItWeb,1,2,1,52,0,0,445,1,0,0,0,0,0
sverrehundeide_MSMQCommander,55,62,189,100,0,132,2025,273,3,3,7.87,84,84
Svetomech_RemoteCMD-Server,8,43,49,43,0,29,2516,361,0,0,1,8,8
SVGN_Supermarket,25,19,30,59,0,23,1050,74,1,1,0.86,34,34
svickn_MicrosoftKeyImporterPlugin,4,3,8,9,0,4,123,13,0,0,0,4,4
svn2github_geckofx,132,188,1230,168,96,140,6453,1464,34,30,26.23,223,223
svn2github_Japanese_Media_Manager,1412,4548,7827,8518,879,4611,193036,22881,237,160,410.91,4717,4717
SwanJumelle_GesturesRecognizer,13,57,62,34,1,20,3114,141,0,0,4.48,17,17
sweco-semtad_Megatron,22,16,22,58,0,18,517,30,4,4,0.6,17,17
Swizzy_AuroraTranslationTool,7,25,54,6,5,5,1179,233,0,0,2.32,7,7
swkMagdeburg_2015-01-12_Gluecksfee,6,3,17,14,0,7,218,24,1,1,0.5,10,10
Sylvanas_DragonTimer,7,54,56,0,0,16,722,87,1,1,3,10,10
Symeg_SharpGGBotAPI,13,66,61,34,29,30,1900,182,1,1,2.42,22,22
SynapseHub_GomaGeoTools-dotnet,15,132,9,127,1,4,2004,29,0,0,0.75,12,12
synariasol_NUte.Utils,15,1,105,5,0,73,847,172,1,1,0.5,17,17
Synclogue_Autofac.AttributedComponent,17,17,34,14,12,27,488,67,1,1,3.11,23,23
syntaxtree_SyntaxTree.FastSpring.Api,14,1,9,47,0,5,423,24,1,1,0.62,4,4
Synvata_MsOfficeFileGenerator,6,0,27,20,0,8,652,75,0,0,0,5,5
szungy_LeagueSpectate,1322,3053,10302,3940,418,6107,195171,30793,632,669,419.389999999999,4884,4884
SzymonPobiega_NServiceBus.FoundationDB,13,15,46,2,0,31,413,83,2,2,2.18,16,16
T3hUb3rK1tten_IronManTrack,2,1,1,6,0,0,171,12,0,0,0,0,0
t90_iGoSharp,10,4,16,0,0,12,186,20,2,2,1,0,0
Taargana_Odis.Core.Games,32,20,62,49,1,44,1320,113,20,29,4.75,33,33
tadora_DatabaseBackupTool,7,5,30,11,1,13,662,89,1,1,0.2,2,2
Taggersoft_LibNoise,281,680,1071,436,174,841,37371,2199,403,355,83.1599999999999,394,394
Taggersoft_SharpTL.Compiler,50,41,90,65,0,81,2139,164,6,6,7.87,37,37
tahiri_Translater-Solution,22,66,111,47,0,45,1919,209,0,0,1.93,19,19
takascoin_csharp-client,11,2,11,62,0,11,409,20,0,0,0.67,8,8
takeoffmedia_crmdemo,211,416,626,10613,416,626,122628,626,1,1,208,207,207
TamaraT66_myPlaygroud,101,54,183,235,7,54,3783,329,7,7,3.17,57,57
tanaka-takayoshi_TISensor.Rx,28,57,60,50,9,31,1125,79,7,7,8.75,17,17
tangredon_Testing,25,41,66,15,3,18,978,117,2,2,3.89,15,15
tangxuyang_JustTicket,68,54,104,236,6,58,3497,234,22,25,10.84,70,70
TaoK_HeapsTodo,11,20,53,29,1,42,718,128,7,6,3.25,13,13
taskqueue_taskqueue-net,5,21,29,3,0,25,391,39,0,0,2.86,4,4
Taskwunder_Taskwunder,7,0,2,23,0,1,131,2,4,4,0,1,1
taspeotis_LocalReportsEngine,22,6,62,68,5,27,1135,173,1,1,0.79,40,40
tatmos_Bandaisan,0,0,0,0,0,0,0,0,0,0,0,0,0
taurenshaman_psp,34,94,258,60,45,139,4683,588,0,0,11.93,58,58
tavis-software_Tavis.JsonPatch,11,2,42,7,0,24,344,66,8,9,1,23,23
taylorrobert_RecruitingTool,13,3,17,11,3,14,245,17,0,0,0,9,9
tazmanska_finances.net,10,5,27,6,0,11,270,39,2,2,1.22,5,5
tbmihailov_aop-bg-fulltext-search,8,1,22,19,0,8,505,59,0,0,0,7,7
Tcat1024_XMLDataSourceTest,181,1958,602,968,1521,363,27917,2503,15,15,26.8,176,176
tckz_AnyExeService,9,15,22,7,7,11,439,34,0,0,1.94,8,8
TcmExtensions_TcmCoreService,62,153,292,259,0,136,7659,453,58,74,35.57,202,202
tdhowe_Dota2Stats,621,2312,3062,1918,182,1885,77525,5995,332,553,369.67,1059,1059
Team1Capstone_IDE,17,13,133,28,3,63,1689,290,1,1,2.84,16,16
TeamK_ProjectNMM,22,50,94,35,32,51,2218,318,0,0,4.85,41,41
techniq_Autofac.Integration.SharePoint,50,46,128,59,3,71,2031,225,21,26,8.93,70,70
