arch_smells,design_smells,loc,arch_sd,design_sd
0,1,1596,0,0.626566416
0,0,387,0,0
6,11,3674,1.633097441,2.994011976
0,7,2329,0,3.005581795
1,76,12058,0.082932493,6.302869464
0,53,5415,0,9.787626962
5,96,9915,0.504286435,9.682299546
233,2129,136554,1.706284693,15.59090177
286,1132,80592,3.548739329,14.04605916
0,20,2844,0,7.032348805
0,13,1950,0,6.666666667
2,6,1132,1.766784452,5.300353357
19,234,16167,1.1752335,14.47392837
37,251,24536,1.507988262,10.22986632
0,3,393,0,7.633587786
0,13,1272,0,10.22012579
3,1598,45740,0.065588107,34.93659816
4,64,7329,0.54577705,8.732432801
0,15,2182,0,6.874427131
0,2,246,0,8.130081301
8,95,20998,0.380988666,4.524240404
16,106,6496,2.463054187,16.31773399
0,4,222,0,18.01801802
0,2,626,0,3.194888179
0,8,910,0,8.791208791
4,60,5598,0.714540907,10.71811361
14,28,6314,2.2172949,4.4345898
0,19,644,0,29.50310559
0,16,2970,0,5.387205387
2,36,4331,0.461787116,8.312168091
43,278,28181,1.525850751,9.864802527
25,142,28665,0.872143729,4.953776382
11,49,6182,1.779359431,7.926237464
0,10,1064,0,9.398496241
4,63,4698,0.851426139,13.40996169
295,3326,244585,1.20612466,13.59854447
336,4682,388761,0.864284226,12.04338913
146,1235,58108,2.512562814,21.25352791
80,379,23090,3.464703335,16.41403205
19,148,5829,3.259564248,25.39028993
0,8,1400,0,5.714285714
0,6,219,0,27.39726027
0,8,1463,0,5.468215995
186,853,126861,1.466171637,6.723894656
10,93,6384,1.56641604,14.56766917
0,3,29,0,103.4482759
0,4,149,0,26.84563758
6,63,18161,0.330378283,3.468971973
36,118,9200,3.913043478,12.82608696
0,2,411,0,4.866180049
0,17,1995,0,8.521303258
2,23,1046,1.912045889,21.98852772
0,8,564,0,14.18439716
29,137,15915,1.822180333,8.608231228
4,33,1638,2.442002442,20.14652015
2,30,1696,1.179245283,17.68867925
9,253,63204,0.142396051,4.002911208
25,134,9284,2.692804826,14.43343386
102,435,52594,1.939384721,8.270905426
55,558,32130,1.711795829,17.36694678
28,102,7521,3.722909188,13.56202633
8,139,13765,0.581184163,10.09807483
15,94,6742,2.224859092,13.94245031
682,8674,544644,1.252194094,15.92599937
21,176,6263,3.353025707,28.10154878
10,1114,16796,0.595379852,66.32531555
14,53,4400,3.181818182,12.04545455
13,79,9428,1.378871447,8.379295715
2,2,912,2.192982456,2.192982456
0,9,510,0,17.64705882
51,301,39812,1.281020798,7.560534512
0,2,707,0,2.828854314
0,8,1943,0,4.117344313
10,74,13935,0.71761751,5.310369573
44,415,87509,0.502805426,4.742369356
23,152,15029,1.530374609,10.11378003
3,39,2028,1.479289941,19.23076923
0,3,1296,0,2.314814815
10,78,8835,1.131861913,8.82852292
23,113,10004,2.299080368,11.29548181
5,134,6330,0.789889415,21.16903633
7,10,1052,6.653992395,9.505703422
4,163,13822,0.28939372,11.7927941
0,7,2013,0,3.47739692
157,190,45432,3.455714034,4.182074309
42,443,52982,0.792722057,8.361330263
4,166,26741,0.149583037,6.207696047
0,5,801,0,6.242197253
0,1,783,0,1.277139208
94,254,36429,2.5803618,6.972466991
17,70,5625,3.022222222,12.44444444
2,5,155,12.90322581,32.25806452
49,120,9675,5.064599483,12.40310078
0,44,3003,0,14.65201465
44,190,22203,1.981714183,8.557402153
3,38,1792,1.674107143,21.20535714
0,18,3867,0,4.65477114
113,1303,119383,0.946533426,10.91445181
0,7,1067,0,6.560449859
35,407,26051,1.343518483,15.62320064
4,12,893,4.479283315,13.43784994
4,20,2007,1.993024415,9.965122073
1,4,567,1.76366843,7.054673721
16,135,20324,0.787246605,6.64239323
5,35,4849,1.031140441,7.217983089
8,86,7096,1.127395716,12.11950395
5,24,1718,2.910360885,13.96973225
60,41,13253,4.527276843,3.093639176
19,325,57480,0.330549756,5.654140571
3,26,1460,2.054794521,17.80821918
1,36,3227,0.309885342,11.15587233
2,32,5724,0.34940601,5.590496157
0,1,31,0,32.25806452
0,4,259,0,15.44401544
0,1,592,0,1.689189189
25,299,22844,1.094379268,13.08877605
0,8,3606,0,2.218524681
61,138,28823,2.116365403,4.787843042
2,16,2105,0.950118765,7.600950119
20,100,7989,2.503442233,12.51721117
54,243,27574,1.958366577,8.812649597
26,146,15654,1.660917337,9.326689664
24,77,13315,1.802478408,5.782951558
1,13,3103,0.322268772,4.189494038
0,12,1400,0,8.571428571
423,1660,119532,3.538801325,13.88749456
6,324,20084,0.29874527,16.13224457
2,23,3684,0.542888165,6.243213898
33,146,13726,2.404196416,10.63674778
13,54,2705,4.805914972,19.96303142
59,893,40705,1.449453384,21.93833681
9,53,11633,0.773661136,4.55600447
12,81,11810,1.016088061,6.858594412
0,3,257,0,11.67315175
0,1,61,0,16.39344262
3,13,2683,1.118151323,4.8453224
7,235,13936,0.502296211,16.86280138
27,91,12399,2.177594967,7.339301557
4,40,4450,0.898876404,8.988764045
11,201,12629,0.871011165,15.91574947
3,29,5357,0.560014934,5.413477693
21,351,12825,1.637426901,27.36842105
5,150,3487,1.433897333,43.01691999
18,67,8616,2.08913649,7.776230269
1,25,2151,0.464900046,11.62250116
21,351,12825,1.637426901,27.36842105
0,1,138,0,7.246376812
596,10325,634617,0.939149125,16.26965556
15,400,11772,1.27420999,33.97893306
14,185,12004,1.166277907,15.41152949
125,2871,208732,0.598854033,13.75447943
39,601,71711,0.543849619,8.380862071
106,1537,106096,0.999095159,14.48687981
7,184,12555,0.557546794,14.65551573
9,48,6190,1.453957997,7.754442649
27,42,8022,3.365744203,5.235602094
0,10,689,0,14.5137881
1,11,649,1.540832049,16.94915254
44,577,79557,0.553062584,7.252661614
6,160,9525,0.62992126,16.79790026
2,18,1012,1.976284585,17.78656126
64,151,15979,4.0052569,9.449902998
19,54,8152,2.330716389,6.624141315
32,158,16384,1.953125,9.643554688
1,19,1136,0.88028169,16.72535211
0,3,493,0,6.085192698
4,39,7360,0.543478261,5.298913043
2,7,1543,1.29617628,4.53661698
16,209,12843,1.245814841,16.27345636
3,60,1679,1.786777844,35.73555688
1,35,3984,0.251004016,8.785140562
1,24,3350,0.298507463,7.164179104
1,11,822,1.216545012,13.38199513
115,954,79153,1.452882392,12.05260698
61,387,31941,1.909771141,12.11608904
90,1137,65434,1.375431733,17.37628756
3,8,904,3.318584071,8.849557522
6,74,4793,1.251825579,15.43918214
0,3,849,0,3.533568905
0,27,687,0,39.30131004
19,54,8152,2.330716389,6.624141315
32,158,16384,1.953125,9.643554688
23,77,13854,1.660170348,5.5579616
27,48,8600,3.139534884,5.581395349
5,38,3030,1.650165017,12.54125413
9,55,5490,1.639344262,10.01821494
2,16,683,2.928257687,23.42606149
0,2,136,0,14.70588235
4,6,661,6.051437216,9.077155825
2,27,1082,1.848428835,24.95378928
22,104,18049,1.218904094,5.762092083
0,4,1141,0,3.505696757
51,627,26594,1.917725803,23.57674663
38,133,19751,1.923953218,6.733836261
8,57,12595,0.635172688,4.525605399
3,157,9219,0.325414904,17.03004664
0,7,1962,0,3.567787971
74,233,13661,5.41688017,17.05585243
16,85,9714,1.647107268,8.750257361
2,38,7985,0.250469631,4.758922981
11,181,34717,0.316847654,5.213584123
13,38,5787,2.246414377,6.566442025
142,598,81640,1.739343459,7.324840764
4,53,1451,2.756719504,36.52653343
103,3202,763149,0.13496709,4.19577304
2,34,5632,0.355113636,6.036931818
1,25,2022,0.494559842,12.36399604
37,114,17448,2.120586887,6.533700138
11,187,9999,1.100110011,18.70187019
1,22,2138,0.467726848,10.28999065
1,12,2758,0.362581581,4.35097897
21,441,73611,0.285283449,5.990952439
21,141,20290,1.034992607,6.949236077
15,294,32183,0.466084579,9.135257745
67,997,29011,2.309468822,34.36627486
1,29,3902,0.256278831,7.43208611
15,265,19077,0.786287152,13.89107302
3,27,2442,1.228501229,11.05651106
1,9,1995,0.501253133,4.511278195
4,61,8019,0.498815314,7.606933533
3,88,5525,0.542986425,15.92760181
0,0,573,0,0
6,68,6953,0.862936862,9.7799511
112,552,44647,2.508567205,12.36365265
3,14,1765,1.699716714,7.932011331
3,26,4785,0.626959248,5.433646813
35,82,9269,3.776027619,8.846693279
4,32,1961,2.039775625,16.318205
6,48,2441,2.458009013,19.6640721
45,115,15667,2.872279313,7.340269356
240,1329,186565,1.286414922,7.123522633
8,27,3851,2.077382498,7.011165931
76,116,26705,2.845909006,4.343755851
85,273,61527,1.381507306,4.437076405
0,14,5096,0,2.747252747
21,113,22127,0.949066751,5.106882994
93,402,22201,4.189000495,18.10729246
3,21,4193,0.715478178,5.008347245
33,611,21351,1.545595054,28.61692661
22,269,22810,0.964489259,11.79307321
23,67,3483,6.603502728,19.23629055
0,6,1484,0,4.043126685
3,16,2248,1.334519573,7.117437722
1,19,1955,0.511508951,9.718670077
6,27,3548,1.691093574,7.609921082
10,36,3112,3.213367609,11.56812339
29,518,92026,0.315128333,5.628844022
0,48,3093,0,15.51891368
12,105,10685,1.123069724,9.826860084
1,42,2480,0.403225806,16.93548387
6,49,3198,1.876172608,15.3220763
85,219,59154,1.436927342,3.702201035
5,66,13875,0.36036036,4.756756757
15,25,3631,4.131093363,6.885155605
15,53,6276,2.390057361,8.444869344
2,17,1345,1.486988848,12.6394052
4,87,10084,0.396667989,8.627528758
10,86,8271,1.209043646,10.39777536
10,86,8271,1.209043646,10.39777536
0,2,2891,0,0.691802145
12,59,6286,1.909004136,9.385937003
16,60,8410,1.902497027,7.134363853
9,48,7603,1.183743259,6.313297383
8,115,16679,0.479645063,6.894897776
4,31,2324,1.721170396,13.33907057
0,10,1813,0,5.515719801
117,268,15385,7.60480988,17.41956451
100,879,79468,1.258368148,11.06105602
1,9,1486,0.67294751,6.056527591
473,1404,176105,2.685897618,7.972516396
327,2136,201542,1.622490597,10.59828721
213,4004,353553,0.602455643,11.32503472
144,1595,237769,0.605629834,6.708191564
1,497,15701,0.063690211,31.65403477
69,132,13284,5.194218609,9.936766034
163,2189,202340,0.805574775,10.81842443
3,83,2517,1.191895113,32.9757648
547,7645,704066,0.776915801,10.85835703
117,408,67070,1.744446101,6.08319666
5,21,2045,2.444987775,10.26894866
4,42,7856,0.509164969,5.346232179
1,56,7036,0.142126208,7.959067652
6,18,1636,3.667481663,11.00244499
0,52,5607,0,9.274121634
0,6,865,0,6.936416185
24,195,17924,1.338986833,10.87926802
8,160,22271,0.359211531,7.184230614
2,313,32845,0.060892069,9.529608768
3,425,40614,0.073866155,10.46437189
1,17,1380,0.724637681,12.31884058
2,37,4530,0.441501104,8.167770419
2,44,3478,0.575043128,12.65094882
273,3077,389480,0.700934579,7.900277293
31,237,37677,0.82278313,6.290309738
15,261,15486,0.968616815,16.85393258
8,101,16457,0.486115331,6.137206052
0,14,2335,0,5.995717345
8,119,20999,0.380970522,5.666936521
29,581,45700,0.634573304,12.71334792
66,1018,62906,1.049184498,16.18287604
5,79,3993,1.252191335,19.78462309
0,2,671,0,2.980625931
1,43,5182,0.192975685,8.297954458
6,155,11423,0.525256062,13.56911494
0,3,423,0,7.092198582
5,49,3560,1.404494382,13.76404494
6,38,3393,1.768346596,11.19952844
25,117,14430,1.732501733,8.108108108
25,119,19102,1.30876348,6.229714166
0,1,238,0,4.201680672
38,361,44882,0.846664587,8.043313578
5,49,8180,0.611246944,5.990220049
0,10,1762,0,5.675368899
0,6,649,0,9.244992296
42,139,8178,5.135730007,16.99682074
3,30,3811,0.787194962,7.87194962
0,4,398,0,10.05025126
2,28,2584,0.773993808,10.83591331
63,192,24503,2.571113741,7.835775211
10,234,34227,0.292167003,6.836707862
203,378,36155,5.614714424,10.45498548
1,193,8774,0.113973102,21.99680875
0,4,440,0,9.090909091
0,14,2605,0,5.37428023
10,2007,52091,0.191971742,38.52872857
31,4952,237689,0.130422527,20.83394688
8,76,6278,1.274291176,12.10576617
6,190,15630,0.383877159,12.15611004
1,29,1844,0.542299349,15.72668113
0,4,433,0,9.237875289
0,2,493,0,4.056795132
3,57,8830,0.339750849,6.455266138
5,91,6575,0.760456274,13.84030418
9,29,4994,1.802162595,5.806968362
2,65,7103,0.281571167,9.151062931
10,51,5592,1.788268956,9.120171674
13,185,5343,2.433090024,34.62474265
9,19,3512,2.562642369,5.410022779
11,79,14221,0.773503973,5.555164897
17,212,8995,1.889938855,23.56864925
1,143,13935,0.071761751,10.26193039
23,11,2322,9.905254091,4.737295435
258,6982,112952,2.284156102,61.81386784
55,355,74448,0.738770686,4.768428971
31,1897,140715,0.22030345,13.48114984
70,536,50341,1.390516676,10.64738484
0,204,15467,0,13.18937092
62,544,118950,0.521227406,4.573350147
122,2014,90472,1.348483509,22.26103104
6,99,5529,1.085187195,17.90558871
1,47,7796,0.128270908,6.028732683
3,37,3233,0.927930715,11.44447881
143,353,39542,3.61640787,8.92721663
479,7640,815616,0.587286174,9.36715317
3,52,8994,0.333555704,5.781632199
144,998,107345,1.341469095,9.297126089
2,106,10412,0.192086055,10.18056089
1,6,387,2.583979328,15.50387597
5,48,3035,1.647446458,15.815486
70,270,37388,1.872258479,7.221568418
12,108,12473,0.962078089,8.658702798
30,136,12450,2.409638554,10.92369478
1,47,6949,0.143905598,6.763563103
42,334,12692,3.309171131,26.31578947
1,1203,5793,0.17262213,207.6644226
32,606,36291,0.881761318,16.69835496
12,142,21949,0.546721946,6.469543032
230,1350,271756,0.846347459,4.967691606
46,148,14053,3.273322422,10.5315591
47,251,13064,3.597672994,19.21310472
30,189,36645,0.818665575,5.157593123
0,7,632,0,11.07594937
1,58,2284,0.437828371,25.39404553
15,263,31677,0.47352969,8.302553903
26,215,29989,0.866984561,7.169295408
1,7,818,1.222493888,8.557457213
3,189,17940,0.16722408,10.53511706
0,1,440,0,2.272727273
8,220,5355,1.493930906,41.08309991
6,22,1856,3.232758621,11.85344828
8,220,5355,1.493930906,41.08309991
2,17,2205,0.907029478,7.709750567
5,57,6880,0.726744186,8.284883721
0,1,318,0,3.144654088
5,61,5234,0.955292319,11.6545663
42,666,69709,0.602504698,9.55400307
69,240,23741,2.906364517,10.10909397
1,81,17033,0.058709564,4.755474667
0,10,1210,0,8.26446281
0,5,1078,0,4.638218924
0,11,1928,0,5.705394191
1,3,644,1.552795031,4.658385093
2,20,2110,0.947867299,9.478672986
0,15,1977,0,7.587253414
22,285,38870,0.565989195,7.33213275
17,262,11789,1.442022224,22.22410722
319,4886,614017,0.51952959,7.957434403
292,1483,129330,2.257790149,11.46679038
1,7,434,2.304147465,16.12903226
1,77,6693,0.149409831,11.504557
8,62,4830,1.6563147,12.83643892
15,259,16592,0.904050145,15.6099325
0,18,2335,0,7.708779443
11,68,12570,0.875099443,5.409705648
3,26,5352,0.560538117,4.85799701
1,10,516,1.937984496,19.37984496
29,392,53545,0.541600523,7.320945
7,93,5929,1.180637544,15.68561309
7,57,5473,1.27900603,10.41476338
136,484,47902,2.83912989,10.10396226
23,106,4046,5.684626792,26.19871478
38,217,13598,2.794528607,15.95822915
10,96,7421,1.347527287,12.93626196
191,596,26985,7.0780063,22.08634427
1,12,1993,0.501756147,6.021073758
1,27,8874,0.112688754,3.042596349
33,526,50814,0.649427323,10.35147794
43,95,11104,3.872478386,8.555475504
8,119,19703,0.406029539,6.039689387
90,317,19991,4.502025912,15.85713571
17,145,10258,1.657243127,14.13530903
86,373,14694,5.852729005,25.38451068
25,144,8631,2.896535743,16.68404588
0,4,837,0,4.778972521
0,21,3420,0,6.140350877
239,586,89455,2.671734392,6.550779722
0,2,350,0,5.714285714
0,54,2118,0,25.49575071
80,255,26335,3.037782419,9.68293146
80,255,26335,3.037782419,9.68293146
0,20,2429,0,8.233841087
15,46,5195,2.887391723,8.85466795
0,8,1407,0,5.685856432
0,5,1417,0,3.52858151
33,35,5005,6.593406593,6.993006993
0,8,399,0,20.05012531
83,289,24450,3.394683027,11.8200409
143,251,30687,4.659953726,8.179359338
0,4,897,0,4.459308807
54,125,11712,4.610655738,10.67281421
66,264,72764,0.907041944,3.628167775
40,193,16593,2.410655096,11.63141084
80,656,124460,0.642776796,5.270769725
184,1777,157183,1.170610053,11.30529383
14,158,7557,1.852587005,20.90776763
16,116,20198,0.792157639,5.743142885
6,67,8220,0.729927007,8.150851582
2,51,3161,0.632711167,16.13413477
3,15,1298,2.311248074,11.55624037
5,59,4184,1.195028681,14.10133843
3,96,7006,0.428204396,13.70254068
3,70,5706,0.525762355,12.26778829
18,28,5674,3.172365174,4.934790271
0,5,579,0,8.635578584
0,10,1460,0,6.849315068
6,154,5805,1.033591731,26.52885444
0,10,862,0,11.60092807
0,37,2318,0,15.96203624
24,58,4297,5.585292064,13.49778916
97,230,37780,2.56749603,6.087877184
3,8,993,3.021148036,8.056394763
4,43,8244,0.485201359,5.215914605
1,72,3140,0.318471338,22.92993631
1,31,4095,0.244200244,7.57020757
2,27,2745,0.72859745,9.836065574
3,29,1975,1.518987342,14.6835443
13,87,13838,0.939442116,6.287035699
6,18,1636,3.667481663,11.00244499
2,71,4499,0.444543232,15.78128473
66,143,5570,11.8491921,25.67324955
0,3,641,0,4.680187207
6,57,6267,0.957395883,9.09526089
4,13,1549,2.582311168,8.392511298
1,33,2818,0.354861604,11.71043293
1,22,1355,0.73800738,16.23616236
2,24,1249,1.601281025,19.2153723
26,43,4696,5.536626917,9.156729131
39,646,75517,0.516440007,8.554365242
0,16,2099,0,7.622677465
15,93,9335,1.606855919,9.962506695
18,327,14269,1.261475927,22.91681267
4,41,4155,0.962695548,9.867629362
205,2777,408209,0.502193729,6.802887736
24,270,42976,0.558451229,6.282576322
1,9,565,1.769911504,15.92920354
14,42,1744,8.027522936,24.08256881
29,616,49328,0.587901395,12.48783652
2,11,2617,0.764233856,4.203286206
3,8,1702,1.762632197,4.700352526
27,186,21369,1.263512565,8.70419767
33,784,58067,0.568309022,13.50164465
1,94,4763,0.209951711,19.73546084
0,1,54,0,18.51851852
5,52,4587,1.090037061,11.33638544
9,44,4186,2.150023889,10.5112279
0,44,6706,0,6.561288398
0,27,2184,0,12.36263736
14,62,15118,0.926048419,4.10107157
37,572,96422,0.383729854,5.932256124
38,260,19312,1.967688484,13.46313173
0,41,4082,0,10.04409603
19,181,11130,1.707097934,16.262354
2,55,9404,0.212675457,5.848575074
17,157,12237,1.389229386,12.82994198
2,179,16641,0.120185085,10.75656511
21,146,23635,0.888512799,6.177279458
21,531,73162,0.287034253,7.257866105
0,25,3496,0,7.151029748
61,2062,98446,0.619629035,20.94549296
5,39,11087,0.450978624,3.517633264
270,3458,248160,1.088007737,13.93455835
21,388,34589,0.607129434,11.21743907
24,134,9168,2.617801047,14.61605585
5,71,5309,0.941796949,13.37351667
2,13,1088,1.838235294,11.94852941
9,25,2433,3.699136868,10.27538019
77,885,112487,0.684523545,7.867575809
4,39,3247,1.231906375,12.01108716
7,105,7960,0.879396985,13.19095477
1,18,2611,0.382995021,6.893910379
19,263,21971,0.864776296,11.97032452
0,31,1416,0,21.89265537
1,35,1843,0.542593597,18.99077591
1,35,1843,0.542593597,18.99077591
68,721,69523,0.978093581,10.3706687
90,1137,65434,1.375431733,17.37628756
46,615,55558,0.82796357,11.06951294
15,281,33955,0.441761154,8.27565896
201,4712,269567,0.74564023,17.47988441
3,15,2736,1.096491228,5.48245614
18,459,46723,0.385249235,9.823855489
65,885,88326,0.735910151,10.01969975
8,260,18369,0.435516359,14.15428167
3,426,36311,0.082619592,11.73198204
7,69,6845,1.022644266,10.08035062
1,8,1797,0.556483027,4.451864218
4,122,9493,0.42136311,12.85157484
0,4,480,0,8.333333333
12,23,1400,8.571428571,16.42857143
18,411,28083,0.640957163,14.63518855
24,330,20221,1.186884922,16.31966767
2,9,1215,1.646090535,7.407407407
147,1978,149677,0.982114821,13.21512323
94,408,56293,1.669834615,7.247792798
29,96,5651,5.131835073,16.98814369
47,76,5982,7.856904045,12.70478101
46,459,58724,0.783325387,7.816225053
55,358,39225,1.402166985,9.126832377
53,1639,229986,0.23044881,7.126520745
7,555,30599,0.228765646,18.13784764
2,44,2670,0.74906367,16.47940075
12,25,4202,2.85578296,5.949547834
12,125,9521,1.26037181,13.12887302
2,19,1373,1.456664239,13.83831027
0,0,515,0,0
3,52,4663,0.643362642,11.15161913
22,65,13382,1.643999402,4.857270961
9,120,18707,0.48110333,6.414711071
0,9,2276,0,3.9543058
0,10,798,0,12.53132832
8,206,11244,0.711490573,18.32088225
23,602,37396,0.615039042,16.09797839
0,7,685,0,10.2189781
194,1378,112337,1.726946598,12.26666192
4,52,11418,0.35032405,4.554212647
6,115,19109,0.313988173,6.018106651
114,406,53360,2.136431784,7.608695652
26,85,5202,4.998077662,16.33986928
8,584,66218,0.120813072,8.819354254
9,583,66860,0.134609632,8.719712833
1,6,664,1.506024096,9.036144578
50,451,25944,1.927227875,17.38359544
1,13,1685,0.59347181,7.715133531
23,437,49500,0.464646465,8.828282828
1,69,4351,0.229832222,15.85842335
32,106,14950,2.140468227,7.090301003
117,4800,275019,0.425425152,17.45333959
3,28,1523,1.969796454,18.38476691
1,8,1278,0.782472613,6.259780908
9,37,3088,2.914507772,11.98186528
21,308,36965,0.568104964,8.332206141
9,720,93175,0.096592434,7.727394687
12,317,37467,0.320281848,8.460778819
6,27,2539,2.363135093,10.63410792
2,93,6441,0.31051079,14.43875175
0,3,819,0,3.663003663
2,25,1556,1.285347044,16.06683805
7,49,3160,2.215189873,15.50632911
2,35,3341,0.598623167,10.47590542
9,120,6337,1.420230393,18.93640524
145,5919,604241,0.239970475,9.795760301
7,10,1391,5.032350827,7.18907261
2,11,2447,0.81732734,4.495300368
32,288,32911,0.972319285,8.750873568
152,992,97189,1.563963,10.20691642
98,817,75848,1.2920578,10.77154309
355,1355,116954,3.035381432,11.58575166
128,1127,133307,0.960189637,8.454169699
1,29,5364,0.186428039,5.406413125
15,426,21971,0.682718128,19.38919485
63,1121,95317,0.660952401,11.76075621
0,10,984,0,10.16260163
12,61,5552,2.161383285,10.9870317
12,96,7606,1.577701814,12.62161451
9,60,7787,1.155772441,7.705149608
0,16,2086,0,7.670182167
31,325,27883,1.111788545,11.65584765
1,87,6609,0.151308821,13.16386745
4,48,2171,1.842468908,22.1096269
11,14,2475,4.444444444,5.656565657
1,7,363,2.754820937,19.28374656
12,790,52954,0.226611776,14.9186086
713,8362,1063648,0.670334547,7.861623394
238,2905,251325,0.946981001,11.55873868
17,354,42406,0.400886667,8.347875301
24,343,39330,0.610221205,8.721078057
54,593,62515,0.86379269,9.485723426
773,4527,1016632,0.760353796,4.452938723
2,94,10894,0.183587296,8.628602901
9,18,1467,6.134969325,12.26993865
5,55,2741,1.824151769,20.06566946
2,56,3064,0.652741514,18.2767624
5,79,4990,1.002004008,15.83166333
2,56,3064,0.652741514,18.2767624
0,4,225,0,17.77777778
1,30,4560,0.219298246,6.578947368
0,5,150,0,33.33333333
2,29,1444,1.385041551,20.08310249
21,211,10415,2.016322612,20.25924148
29,439,37190,0.779779511,11.80424845
9,27,3554,2.532357907,7.59707372
80,1031,172026,0.465045981,5.993280086
43,187,18606,2.311082447,10.05052134
1,52,4473,0.223563604,11.6253074
3,40,2927,1.024940212,13.66586949
12,177,11152,1.076040172,15.87159254
2,12,1817,1.100715465,6.60429279
22,86,10984,2.002913328,7.829570284
0,4,465,0,8.602150538
39,128,21141,1.844756634,6.054585876
1,62,7386,0.135391281,8.39425941
11,472,57492,0.191330968,8.20983789
31,201,44748,0.692768392,4.491820864
15,27,2159,6.947660954,12.50578972
896,1713,160836,5.570892089,10.65060061
4,75,11223,0.356410942,6.682705159
1,127,19122,0.052295785,6.64156469
371,3051,582505,0.636904404,5.237723281
9,132,12275,0.733197556,10.75356415
35,295,34425,1.016702977,8.569353667
0,2,511,0,3.913894325
5,99,7851,0.636861546,12.60985862
1,57,10536,0.09491268,5.410022779
38,325,27864,1.363766868,11.66379558
3,77,19585,0.153178453,3.931580291
6,195,32873,0.18252061,5.931919813
2,19,2672,0.748502994,7.110778443
14,85,9603,1.457877747,8.851400604
201,4306,332500,0.604511278,12.95037594
66,652,85708,0.770056471,7.60722453
34,293,33338,1.01985722,8.788769572
66,488,76165,0.866539749,6.407142388
3,51,5741,0.522557046,8.883469779
196,1896,246582,0.794867427,7.689125727
43,325,39721,1.082550792,8.182069938
193,1765,356676,0.541107336,4.948468638
7,56,9973,0.701895117,5.615160935
14,105,10265,1.363857769,10.22893327
0,116,14256,0,8.136924804
7,1139,176662,0.039623688,6.447340118
191,2046,1088879,0.175409756,1.878996656
11,48,12097,0.909316359,3.967925932
1,51,2952,0.338753388,17.27642276
551,2860,291189,1.892241809,9.821799587
0,9,735,0,12.24489796
7,65,5088,1.375786164,12.77515723
588,6442,410522,1.43232275,15.69221625
89,189,30813,2.888391263,6.133774705
30,155,13534,2.216639574,11.4526378
28,195,9837,2.846396259,19.8231168
251,352,38695,6.486626179,9.09678253
28,181,22437,1.247938673,8.067032134
32,202,33218,0.963333133,6.0810404
552,3179,445521,1.238998835,7.135466117
33,155,12989,2.540611286,11.93317422
162,2221,317513,0.51021533,6.994989182
3,55,4539,0.660938533,12.11720643
71,396,48225,1.472265422,8.211508554
16,84,14022,1.141064042,5.990586222
162,2221,317513,0.51021533,6.994989182
11,138,16422,0.669833151,8.403361345
10,63,6424,1.556662516,9.806973848
5,7,1173,4.262574595,5.967604433
34,285,39501,0.860737703,7.215007215
1,11,455,2.197802198,24.17582418
3,62,5810,0.516351119,10.67125645
2,43,2440,0.819672131,17.62295082
2,43,2440,0.819672131,17.62295082
1,11,455,2.197802198,24.17582418
12,188,31740,0.378071834,5.923125394
2,45,4778,0.418585182,9.418166597
75,517,55590,1.349163519,9.300233855
2,26,6104,0.327653997,4.259501966
0,4,439,0,9.111617312
11,35,4161,2.64359529,8.411439558
7,67,3310,2.114803625,20.24169184
2,50,7014,0.285143998,7.128599943
73,419,35467,2.058251332,11.81379874
6,49,6539,0.917571494,7.493500535
26,1136,34466,0.754366622,32.96001857
2,97,1622,1.233045623,59.8027127
8,49,6096,1.312335958,8.038057743
24,380,13852,1.73260179,27.43286168
64,701,96279,0.664734781,7.28092315
2,27,3987,0.501630298,6.772009029
28,250,27946,1.001932298,8.945824089
8,86,15093,0.530047042,5.698005698
0,0,373,0,0
11,96,15284,0.719706883,6.281078252
15,32,5164,2.904725019,6.196746708
38,194,14899,2.550506745,13.02100812
4,42,3204,1.248439451,13.10861423
16,333,28120,0.568990043,11.84210526
4,93,9639,0.414980807,9.648303766
1,8,1032,0.968992248,7.751937984
2,43,2930,0.682593857,14.67576792
9,274,10613,0.848016583,25.81739376
0,15,2135,0,7.025761124
18,94,14042,1.28186868,6.694203105
6,163,29672,0.202210839,5.493394446
41,610,68277,0.600495042,8.934194531
6,105,16044,0.373971578,6.544502618
1,26,1444,0.692520776,18.00554017
0,8,1087,0,7.359705612
340,3999,202241,1.681162573,19.77343862
140,388,73523,1.904166043,5.277260177
48,177,14637,3.279360525,12.09264193
39,272,28513,1.367797145,9.539508294
137,2050,169526,0.808135625,12.09254038
22,218,19311,1.139247061,11.2889027
66,553,62264,1.06000257,8.881536683
1,52,5364,0.186428039,9.694258016
294,606,55576,5.29005326,10.90398733
30,286,22616,1.326494517,12.6459144
0,20,1773,0,11.28031585
2,12,981,2.038735984,12.2324159
6,46,3163,1.896933291,14.54315523
1,7,535,1.869158879,13.08411215
12,176,17313,0.693120776,10.16577139
1,51,5059,0.197667523,10.08104368
37,40,7007,5.280433852,5.708577137
39,317,31605,1.233981965,10.03005854
15,125,11347,1.321935313,11.01612761
2,21,1887,1.059883413,11.12877583
41,320,23199,1.767317557,13.793698
10,585,18266,0.547465236,32.0267163
